date,Uriah,Veylan,Sofi,Neve,Elliot,Riella,Dash,Dario,Eleanor,Mary,Erin
09-00-05,32,32,0,0,50,34,32,0,32,0,0
09-01-05,32,32,0,32,50,34,32,0,32,0,0
09-02-05,32,32,0,0,49,34,32,0,33,0,0
09-03-05,32,32,0,0,50,34,32,0,32,0,0
09-04-05,32,32,0,0,50,34,32,0,33,0,0
09-05-05,32,32,0,0,50,33,32,0,33,0,0
09-06-05,32,32,0,0,51,33,32,0,33,0,0
09-07-05,32,32,0,0,50,34,32,0,32,0,0
09-08-05,32,32,0,0,50,34,32,0,32,0,0
09-09-05,32,32,0,0,50,34,32,0,32,0,0
09-10-05,32,32,0,0,49,34,32,0,32,0,0
09-11-05,32,32,0,0,51,34,32,0,33,0,0
09-12-05,32,32,0,0,50,34,32,0,32,0,0
09-13-05,32,32,0,0,50,34,32,0,32,0,0
09-14-05,32,32,0,0,50,34,32,0,33,0,0
09-15-05,32,32,0,0,50,34,32,0,32,0,0
09-16-05,32,32,0,0,50,34,32,0,32,0,0
09-17-05,32,32,0,0,50,34,32,0,33,0,0
09-18-05,32,32,0,0,50,34,32,0,33,0,0
09-19-05,33,32,0,0,49,34,32,0,33,0,0
09-20-05,33,32,0,0,50,33,32,0,33,0,0
09-21-05,0,0,0,0,51,34,33,0,34,0,0
09-22-05,33,0,0,0,52,32,0,0,33,0,0
09-23-05,32,0,0,0,52,0,0,0,0,0,0
09-24-05,0,33,0,0,32,34,0,0,0,0,0
09-25-05,34,34,0,0,32,34,0,0,0,0,0
09-26-05,32,34,0,0,0,35,33,0,0,0,0
09-27-05,33,34,0,0,0,33,32,0,0,0,0
09-28-05,0,35,0,0,33,33,0,0,0,0,0
09-29-05,32,0,0,0,33,32,0,0,0,0,0
09-30-05,32,43,0,0,0,45,0,0,0,0,0
09-31-05,39,44,0,0,0,47,0,0,0,0,0
09-32-05,47,33,0,0,0,43,0,0,0,0,0
09-33-05,48,37,0,0,0,45,0,0,0,0,0
09-34-05,32,0,0,0,0,33,0,0,0,0,0
09-36-05,0,0,0,0,0,0,34,0,0,0,0
09-37-35,32,32,0,0,0,0,0,0,0,0,0
09-39-15,0,0,0,0,0,0,33,0,0,0,0
09-49-45,0,32,0,0,0,0,0,0,0,0,0
09-51-35,0,32,0,0,0,0,0,0,0,0,0
09-57-55,0,0,0,0,0,0,0,0,35,0,0
10-00-45,34,0,0,0,0,0,0,0,0,0,0
10-01-05,32,0,0,0,0,0,0,0,0,0,0
10-02-15,0,0,0,0,0,0,0,0,32,0,0
10-04-15,0,0,0,0,0,0,0,0,32,0,0
10-05-25,0,0,0,0,0,0,0,0,32,0,0
10-09-15,0,0,0,0,0,0,32,0,0,0,0
10-16-55,0,0,0,0,0,0,32,0,0,0,0
10-18-45,32,0,0,0,0,0,0,0,0,0,0
10-19-05,0,0,0,0,0,0,34,0,0,0,0
10-21-45,0,33,0,0,0,0,0,0,0,0,0
10-28-35,0,0,0,0,0,0,36,0,0,0,0
10-29-45,0,0,0,0,0,0,32,0,0,0,0
10-32-25,37,0,0,0,0,0,0,0,0,0,0
10-33-15,0,0,0,0,0,0,0,0,42,0,0
10-34-05,0,0,0,0,0,0,0,0,32,0,0
10-35-05,0,0,0,0,0,0,32,0,0,0,0
10-36-05,33,0,0,0,0,0,37,0,33,0,0
10-37-05,33,0,0,0,0,0,0,0,0,0,0
10-38-15,0,0,0,0,0,0,33,0,0,0,0
10-39-35,0,0,0,0,0,0,42,0,0,0,0
10-41-15,32,0,0,0,0,0,0,0,0,0,0
10-42-15,0,0,0,0,0,0,32,0,0,0,0
10-43-15,0,33,0,0,0,0,0,0,0,0,0
10-44-35,0,0,0,0,0,0,0,0,32,0,0
10-49-35,0,33,0,0,0,0,0,0,0,0,0
10-50-25,0,34,0,0,0,0,0,0,0,0,0
10-51-15,0,0,0,0,0,0,32,0,0,0,0
10-52-35,0,0,0,0,0,0,33,0,0,0,0
10-54-15,0,0,0,0,0,0,0,0,33,0,0
10-57-25,0,0,0,0,0,0,0,0,32,0,0
10-58-05,0,33,0,0,0,0,0,0,32,0,0
10-59-05,0,0,0,0,0,0,0,0,35,0,0
11-00-05,0,0,0,0,0,0,0,0,33,0,0
11-01-05,0,0,0,0,0,0,0,0,34,0,0
11-06-45,0,0,0,0,0,0,32,0,0,0,0
11-16-55,0,0,0,0,0,0,0,0,32,0,0
11-17-05,0,0,0,0,0,0,0,0,32,0,0
11-18-15,32,0,0,0,0,0,0,0,32,0,0
11-19-05,38,0,0,0,0,0,0,0,0,0,0
11-20-05,0,0,0,0,0,0,0,0,32,0,0
11-21-05,32,0,0,0,0,0,0,0,0,0,0
11-25-35,0,0,0,0,0,0,33,0,0,0,0
11-27-05,0,0,0,0,0,0,33,0,0,0,0
11-28-15,0,0,0,0,0,0,34,0,0,0,0
11-29-45,0,0,0,0,0,0,37,0,0,0,0
11-30-35,0,33,0,0,0,0,34,0,0,0,0
11-31-15,0,36,0,0,0,0,0,0,0,0,0
11-35-05,0,0,0,0,0,0,33,0,0,0,0
11-40-55,0,32,0,0,0,0,0,0,0,0,0
11-41-15,0,0,0,0,0,0,0,0,32,0,0
11-42-45,33,0,0,0,0,0,0,0,0,0,0
11-43-25,0,0,0,0,0,0,32,0,0,0,0
11-44-05,0,0,0,0,0,0,33,0,32,0,0
11-45-15,0,0,0,0,0,0,0,0,32,0,0
11-47-15,0,0,0,0,0,0,34,0,0,0,0
11-48-05,0,36,0,0,0,0,0,0,32,0,0
11-51-15,0,0,0,0,0,0,34,0,0,0,0
11-53-15,0,0,0,0,0,0,32,0,0,0,0
11-58-55,0,0,0,0,0,0,34,0,0,0,0
12-00-45,0,0,0,0,0,0,34,0,0,0,0
12-01-05,0,0,0,0,0,0,33,0,0,0,0
12-02-05,0,0,0,0,0,0,32,0,0,0,0
12-05-25,0,32,0,0,0,0,0,0,0,0,0
12-06-05,0,32,0,0,0,0,0,0,0,0,0
12-09-45,0,0,0,0,0,0,33,0,0,0,0
12-10-05,0,0,0,0,0,0,0,0,32,0,0
12-12-25,0,0,0,0,0,0,0,0,32,0,0
12-13-35,0,0,0,0,0,0,35,0,33,0,0
12-14-45,0,0,0,0,0,0,0,0,32,0,0
12-15-55,0,0,0,0,0,0,0,0,33,0,0
12-16-05,34,0,0,0,0,0,0,0,0,0,0
12-17-25,33,0,0,0,0,0,0,0,0,0,0
12-18-25,34,0,0,0,0,0,0,0,32,0,0
12-19-25,0,0,0,0,0,0,33,0,0,0,0
12-20-25,0,0,0,0,0,0,0,0,33,0,0
12-21-05,0,0,0,0,0,0,33,0,34,0,0
12-22-05,0,0,0,0,0,0,32,0,35,0,0
12-23-05,0,0,0,0,0,0,33,0,32,0,0
12-24-05,0,0,0,0,0,0,33,0,40,0,0
12-25-05,0,0,0,0,0,0,39,0,0,0,0
12-26-05,0,0,0,0,0,0,35,0,0,0,0
12-27-05,0,0,0,0,0,0,38,0,32,0,0
12-28-05,0,0,0,0,0,0,0,0,34,0,0
12-29-05,0,0,0,0,0,0,33,0,32,0,0
12-30-05,0,0,0,0,0,0,0,0,33,0,0
12-31-55,0,0,0,0,0,0,0,0,32,0,0
12-33-05,0,0,0,0,0,0,0,0,35,0,0
12-34-15,42,0,0,0,0,0,0,0,0,0,0
12-35-05,35,0,0,0,0,0,0,0,0,0,0
12-36-05,0,0,0,0,0,0,0,0,32,0,0
12-37-25,0,0,0,0,0,0,0,0,40,0,0
12-38-05,0,0,0,0,0,0,0,0,33,0,0
12-39-15,0,0,0,0,0,0,0,0,33,0,0
12-40-05,0,0,0,0,0,0,0,0,32,0,0
12-41-55,0,0,0,0,0,0,0,0,35,0,0
12-42-15,0,0,0,0,0,0,0,0,32,0,0
12-43-15,0,0,0,0,0,0,0,0,32,0,0
12-44-05,0,0,0,0,0,0,32,0,32,0,0
12-45-45,0,0,0,0,0,0,0,0,32,0,0
12-46-05,0,0,0,0,0,0,0,0,33,0,0
12-47-05,0,33,0,0,0,0,0,0,0,0,0
12-50-55,0,0,0,0,0,0,0,0,42,0,0
12-51-05,0,0,0,0,0,0,0,0,32,0,0
12-52-15,0,0,0,0,0,0,0,0,34,0,0
12-59-05,32,0,0,0,0,0,34,0,33,0,0
13-00-05,34,0,0,0,0,0,33,0,35,0,0
13-01-05,32,0,0,0,0,0,39,0,33,0,0
13-02-05,32,0,0,0,0,0,43,0,37,0,0
13-03-05,43,0,0,0,0,0,46,0,37,0,0
13-04-05,41,0,0,0,0,0,40,0,33,0,0
13-05-05,38,0,0,0,0,0,36,0,34,0,0
13-06-05,39,0,0,0,0,0,46,0,35,0,0
13-07-05,40,0,0,0,0,0,45,0,34,0,0
13-08-05,40,0,0,0,0,0,46,0,33,0,0
13-09-05,40,0,0,0,0,0,46,0,34,0,0
13-10-05,40,0,0,0,0,0,45,0,33,0,0
13-11-05,40,0,0,0,0,0,45,0,33,0,0
13-12-05,40,0,0,0,0,0,46,0,33,0,0
13-13-05,39,0,0,0,0,0,46,0,33,0,0
13-14-05,39,0,0,0,0,0,46,0,33,0,0
13-15-05,40,0,0,0,0,0,46,0,33,0,0
13-16-05,39,0,0,0,0,0,46,0,37,0,0
13-17-05,42,0,0,0,0,0,48,0,41,0,0
13-18-05,40,0,0,0,0,0,47,0,36,0,0
13-19-05,39,0,0,0,0,0,47,0,38,0,0
13-20-05,37,0,0,0,0,0,48,0,38,0,0
13-21-05,38,0,0,0,0,0,47,0,39,0,0
13-22-05,40,0,0,0,0,0,48,0,44,0,0
13-23-05,39,0,0,0,0,0,48,0,44,0,0
13-24-05,37,0,0,0,0,0,48,0,39,0,0
13-25-05,37,0,0,0,0,0,48,0,40,0,0
13-26-05,37,0,0,0,0,0,48,0,40,0,0
13-27-05,37,0,0,0,0,0,48,0,39,0,0
13-28-05,37,0,0,0,0,0,49,0,40,0,0
13-29-05,37,0,0,0,0,0,48,0,40,0,0
13-30-05,37,0,0,0,0,0,48,0,40,0,0
13-31-05,37,0,0,0,0,0,48,0,39,0,0
13-32-05,38,0,0,0,0,0,48,0,39,0,0
13-33-05,38,0,0,0,0,0,48,0,39,0,0
13-34-05,37,0,0,0,0,0,48,0,40,0,0
13-35-05,37,0,0,0,0,0,48,0,40,0,0
13-36-05,37,0,0,0,0,0,48,0,40,0,0
13-37-05,37,0,0,0,0,0,48,0,39,0,0
13-38-05,37,0,0,0,0,0,48,0,40,0,0
13-39-05,37,0,0,0,0,0,48,0,40,0,0
13-40-05,37,0,0,0,0,0,48,0,39,0,0
13-41-05,38,0,0,0,0,0,48,0,39,0,0
13-42-05,38,0,0,0,0,0,48,0,40,0,0
13-43-05,37,0,0,0,0,0,48,0,39,0,0
13-44-05,36,0,0,0,0,0,48,0,40,0,0
13-45-05,35,0,0,0,0,0,48,0,40,0,0
13-46-05,37,0,0,0,0,0,48,0,39,0,0
13-47-05,37,0,0,0,0,0,48,0,40,0,0
13-48-05,37,0,0,0,0,0,48,0,39,0,0
13-49-05,37,0,0,0,0,0,49,0,40,0,0
13-50-05,38,0,0,0,0,0,48,0,40,0,0
13-51-05,37,0,0,0,0,0,48,0,40,0,0
13-52-05,37,0,0,0,0,0,48,0,40,0,0
13-53-05,38,0,0,0,0,0,49,0,40,0,0
13-54-05,38,0,0,0,0,0,48,0,39,0,0
13-55-05,37,0,0,0,0,0,48,0,40,0,0
13-56-05,38,0,0,0,0,0,48,0,39,0,0
13-57-05,37,0,0,0,0,0,49,0,40,0,0
13-58-05,38,0,0,0,0,0,48,0,40,0,0
13-59-05,37,0,0,0,0,0,48,0,39,0,0
14-00-05,37,0,0,0,0,0,48,0,39,0,0
