date,Uriah,Veylan,Sofi,Neve,Riella,Dash,Dario,Eleanor,Bodhi,Mary,Erin
09-00-05,0,33,0,0,0,39,34,0,42,50,0
09-01-05,0,33,0,0,0,39,34,0,43,50,0
09-02-05,0,33,0,0,0,39,34,0,42,51,0
09-03-05,0,33,0,0,0,40,34,0,43,51,0
09-04-05,0,33,0,0,0,39,34,0,43,51,0
09-05-05,0,33,0,0,0,39,34,0,43,50,0
09-06-05,0,33,0,0,0,39,34,0,42,51,0
09-07-05,0,33,0,0,0,39,34,0,42,50,0
09-08-05,0,33,0,0,0,39,34,0,43,51,0
09-09-05,0,33,0,0,0,39,34,0,43,50,0
09-10-05,0,33,0,0,0,39,34,0,42,50,0
09-11-05,0,33,0,0,0,39,34,0,42,50,0
09-12-05,0,33,0,0,0,39,34,0,42,50,0
09-13-05,0,33,0,0,0,39,34,0,42,50,0
09-14-05,0,33,0,0,0,39,34,0,42,51,0
09-15-05,0,33,0,0,0,39,34,0,42,51,0
09-16-05,0,33,0,0,0,39,34,0,42,50,0
09-17-05,0,33,0,0,0,39,34,0,42,50,0
09-18-05,0,34,0,0,0,39,35,0,42,50,0
09-19-05,0,34,0,0,0,39,35,0,42,50,0
09-20-05,33,33,0,0,0,39,35,0,42,51,0
09-21-05,0,33,0,0,0,38,0,0,33,51,0
09-22-05,0,32,0,0,0,37,0,0,33,52,0
09-23-05,0,32,0,0,0,40,0,0,0,52,0
09-24-05,0,0,0,0,0,0,0,0,33,32,0
09-25-05,0,0,0,0,0,0,0,0,0,32,0
09-27-25,0,0,0,0,0,0,32,0,0,0,0
09-28-05,0,0,0,0,0,32,0,0,0,32,0
09-29-05,32,0,0,0,0,32,0,0,0,34,0
