date,Uriah,Sofi,Neve,Elliot,Riella,Dash,Dario,Eleanor,Bodhi,Mary,Erin
09-00-05,36,0,0,0,33,35,60,0,51,30,0
09-01-05,36,0,0,0,33,35,59,0,51,0,0
09-02-05,36,0,0,0,33,35,59,0,51,0,0
09-03-05,35,0,0,0,33,35,60,0,51,30,0
09-04-05,36,0,0,0,33,35,60,0,51,30,0
09-05-05,35,0,0,0,33,35,60,0,51,0,0
09-06-05,35,0,0,0,33,35,59,0,51,0,0
09-07-05,36,0,0,0,33,35,60,0,51,0,0
09-08-05,35,0,0,0,33,35,60,0,51,0,0
09-09-05,36,0,0,0,33,35,60,0,51,30,0
09-10-05,36,0,0,0,33,35,59,0,51,0,0
09-11-05,36,0,0,0,33,35,60,0,51,0,0
09-12-05,36,0,0,0,33,35,60,0,51,30,0
09-13-05,36,0,0,0,33,35,60,0,51,0,0
09-14-05,36,0,0,0,33,35,60,0,51,0,0
09-15-05,36,0,0,0,33,35,60,0,51,0,0
09-16-05,36,0,0,0,33,35,60,0,51,0,0
09-17-05,36,0,0,0,33,35,60,0,51,0,0
09-18-05,36,0,0,0,34,35,59,0,51,0,0
09-19-05,36,0,0,0,34,35,60,0,51,30,0
09-20-05,35,0,0,0,32,34,60,0,51,0,0
09-21-05,33,0,0,0,31,44,60,0,37,0,0
09-22-05,31,0,0,0,30,43,56,0,0,0,0
09-23-05,31,0,0,0,30,45,0,0,0,0,0
09-24-05,0,0,0,0,0,45,0,0,0,32,0
09-25-05,31,0,0,0,0,43,0,0,0,34,0
09-26-05,31,0,0,0,0,42,32,0,0,33,0
09-27-05,30,0,0,0,0,41,0,0,0,32,0
09-28-05,30,0,0,0,0,41,0,0,0,31,0
09-29-05,0,0,0,0,0,42,0,0,0,0,0
09-30-05,31,0,0,0,0,42,0,0,0,43,0
09-31-05,33,0,0,0,0,41,0,0,0,42,0
09-32-05,0,0,0,0,0,38,0,0,0,33,0
09-33-05,31,0,0,0,0,37,0,0,0,38,0
09-34-05,0,0,0,0,0,34,0,0,0,0,0
09-35-05,31,0,0,0,0,38,0,0,0,0,0
09-36-05,31,0,0,0,0,0,0,0,0,0,0
09-37-05,35,0,0,0,0,0,0,0,0,0,0
09-38-05,34,0,0,0,0,0,0,0,0,0,0
09-39-05,34,0,0,0,0,0,0,0,0,0,0
09-40-05,34,0,0,0,0,0,0,0,0,0,0
09-41-05,34,0,0,0,0,0,0,0,0,0,0
09-42-05,34,0,0,0,0,0,0,0,0,0,0
09-43-05,34,0,0,0,0,0,0,0,0,0,0
09-44-15,31,0,0,0,0,0,0,0,0,0,0
09-45-55,32,0,0,0,0,0,0,0,0,0,0
09-48-15,0,0,0,0,0,0,33,0,0,0,0
09-51-35,0,0,0,0,0,0,0,0,0,30,0
09-53-15,0,0,0,0,0,0,32,0,0,0,0
09-55-05,0,0,0,0,0,0,0,0,30,0,0
10-14-55,34,0,0,0,0,0,0,0,0,0,0
10-15-05,33,0,0,0,0,0,0,0,0,0,0
10-16-45,31,0,0,0,0,0,0,0,0,0,0
10-17-25,34,0,0,0,0,0,0,0,0,0,0
10-21-45,0,0,0,0,0,0,0,0,0,32,0
10-27-35,0,0,0,0,0,0,35,0,0,0,0
10-28-05,0,0,0,0,0,0,0,0,31,0,0
10-38-25,0,0,0,0,0,0,0,0,36,0,0
10-41-35,0,0,0,0,0,0,0,0,0,36,0
10-42-05,0,0,0,0,0,0,0,0,39,0,0
10-43-15,0,0,0,0,0,0,0,0,0,32,0
10-44-45,33,0,0,0,0,0,0,0,0,0,0
10-45-05,31,0,0,0,0,0,0,0,0,0,0
10-47-35,0,0,0,0,0,0,30,0,0,0,0
10-49-35,0,0,0,0,0,0,0,0,0,33,0
10-50-25,0,0,0,0,0,0,0,0,0,34,0
10-51-25,0,0,0,0,0,0,0,0,36,0,0
10-52-05,0,0,0,0,0,0,0,0,41,0,0
10-53-05,0,0,0,0,0,0,32,0,0,0,0
10-55-15,0,0,0,0,0,0,0,0,35,0,0
10-56-25,0,0,0,0,0,0,0,0,34,0,0
10-57-35,0,0,0,0,0,0,42,0,0,0,0
10-58-05,0,0,0,0,0,0,0,0,0,32,0
11-02-15,0,0,0,0,0,0,34,0,37,0,0
11-03-45,0,0,0,0,0,0,0,0,31,0,0
11-06-25,39,0,0,0,0,0,0,0,0,0,0
11-10-25,0,0,0,0,0,0,0,0,33,0,0
11-11-05,0,0,0,0,0,0,0,0,34,0,0
11-16-45,0,0,0,0,0,0,0,0,32,0,0
11-17-05,0,0,0,0,0,0,33,0,0,0,0
11-18-05,0,0,0,0,0,0,30,0,0,0,0
11-19-05,0,0,0,0,0,0,30,0,0,0,0
11-20-25,0,0,0,0,0,0,32,0,0,0,0
11-30-05,0,0,0,0,0,0,48,0,0,0,0
11-31-15,0,0,0,0,0,0,0,0,0,36,0
