date,Uriah,Sofi,Neve,Elliot,Riella,Dash,Dario,Eleanor,Bodhi,Mary,Erin
09-00-05,0,0,62,53,49,50,43,0,41,40,0
09-01-05,0,0,62,53,48,50,44,0,41,40,0
09-02-05,0,0,62,53,48,50,44,0,41,39,0
09-03-05,0,0,62,53,49,50,44,0,40,39,0
09-04-05,0,0,62,53,50,50,44,0,41,40,0
09-05-05,0,0,62,53,49,50,44,0,40,40,0
09-06-05,0,0,62,53,49,50,43,0,40,39,0
09-07-05,0,0,62,53,49,50,44,0,40,39,0
09-08-05,0,0,62,53,50,50,44,0,40,39,0
09-09-05,0,0,62,53,50,50,44,0,40,40,0
09-10-05,0,0,63,53,48,50,45,0,41,40,0
09-11-05,0,0,62,53,48,50,44,0,41,39,0
09-12-05,0,0,62,52,48,49,43,0,40,37,0
09-13-05,30,0,53,51,41,45,30,0,36,33,0
09-14-05,0,0,53,50,41,44,34,0,42,32,0
09-15-05,57,0,53,50,41,41,34,0,42,35,0
09-16-05,58,0,44,40,32,41,31,0,46,30,0
09-17-05,58,0,44,39,31,39,32,0,45,0,0
09-18-05,58,0,45,38,31,39,30,0,45,0,0
09-19-05,58,0,45,38,32,38,30,0,45,30,0
09-20-05,58,0,45,39,30,38,31,0,45,0,0
09-21-05,58,0,45,39,30,39,31,0,45,30,0
09-22-05,57,0,43,37,32,39,31,0,45,31,0
09-23-05,56,0,44,39,33,38,32,0,46,0,0
09-24-05,57,0,43,37,35,42,31,0,44,0,0
09-25-05,58,0,45,36,31,40,32,0,46,0,0
09-26-05,59,0,45,37,31,32,33,0,45,0,0
09-27-05,58,0,43,38,31,38,33,0,46,31,0
09-28-05,59,0,43,36,30,43,33,0,41,34,0
09-29-05,58,0,43,35,0,43,32,0,41,33,0
09-30-05,59,0,42,36,0,44,34,0,42,33,0
09-31-05,59,0,44,38,30,36,35,0,48,33,0
09-32-05,58,0,46,39,31,35,34,0,47,33,0
09-33-05,59,0,44,38,31,34,32,0,46,34,0
09-34-05,0,0,34,31,0,32,31,0,33,31,0
09-35-15,0,0,0,0,0,38,0,0,0,0,0
09-36-05,0,0,0,0,0,0,0,0,0,31,0
09-38-55,0,0,0,0,0,0,0,0,0,0,0
09-40-15,0,0,0,0,0,31,0,0,0,0,0
09-41-45,0,0,0,0,0,35,0,0,0,0,0
09-42-05,0,0,0,0,0,36,0,0,0,0,0
09-45-05,0,0,0,0,0,36,0,0,0,0,0
09-46-05,0,0,0,0,0,32,0,0,0,0,0
09-48-35,0,0,0,0,0,33,0,0,0,0,0
09-49-45,0,0,36,0,0,0,0,0,0,0,0
09-50-15,0,0,32,0,0,0,0,0,0,0,0
09-59-45,0,0,0,0,31,0,0,0,0,0,0
10-03-15,0,0,0,0,30,0,0,0,0,0,0
