date,Uriah,Veylan,Sofi,Neve,Riella,Dash,Dario,Eleanor,Bodhi,Mary,Erin
09-00-05,0,48,57,59,0,60,50,0,49,45,0
09-01-05,0,49,57,59,0,60,51,0,48,45,0
09-02-05,0,49,57,59,0,60,51,0,48,45,0
09-03-05,0,49,57,59,0,60,51,0,48,45,0
09-04-05,0,49,56,59,0,60,51,0,49,45,0
09-05-05,0,49,57,58,0,60,51,0,48,45,0
09-06-05,0,49,56,59,0,61,50,0,48,46,0
09-07-05,0,48,57,59,0,60,51,0,48,46,0
09-08-05,0,49,57,59,0,60,51,0,48,46,0
09-09-05,0,49,57,59,0,60,51,0,48,46,0
09-10-05,0,48,57,59,0,60,49,0,46,44,0
09-11-05,0,48,57,59,0,61,51,0,48,45,0
09-12-05,0,48,57,59,0,61,51,0,49,45,0
09-13-05,0,41,57,58,0,53,0,0,0,44,0
09-14-05,0,40,57,57,0,53,46,0,49,37,0
09-15-05,50,41,58,58,0,54,47,0,48,40,0
09-16-05,32,32,54,45,0,37,53,0,45,51,0
09-17-05,32,32,53,45,0,36,54,0,45,51,0
09-18-05,0,32,53,45,0,37,53,0,44,51,0
09-19-05,0,32,54,45,0,37,54,0,46,51,0
09-20-05,0,32,53,44,0,38,53,0,46,52,0
09-21-05,0,32,53,44,0,38,53,0,46,53,0
09-22-05,0,32,53,43,0,38,53,0,45,53,0
09-23-05,0,32,53,43,0,41,52,0,46,52,0
09-24-05,0,34,52,44,0,41,53,0,45,52,0
09-25-05,0,32,53,44,0,41,53,0,45,52,0
09-26-05,0,33,53,44,0,40,53,0,46,52,0
09-27-05,32,32,53,44,0,39,53,0,46,52,0
09-28-05,0,32,53,44,0,39,52,0,46,52,0
09-29-05,0,0,51,44,0,38,53,0,47,51,0
09-30-05,0,32,51,45,0,39,54,0,46,50,0
09-31-05,32,32,51,45,0,36,53,0,46,51,0
09-32-05,33,32,51,45,0,38,53,0,46,51,0
09-33-05,32,32,51,45,0,40,53,0,46,51,0
09-34-05,32,0,51,45,0,38,53,0,48,51,0
09-35-05,32,0,51,45,0,38,53,0,46,50,0
09-36-05,33,0,32,0,0,32,0,0,32,32,0
09-38-15,0,0,0,0,0,32,0,0,0,0,0
09-39-05,0,0,0,0,0,32,0,0,0,0,0
09-40-35,0,0,0,0,0,32,0,0,0,0,0
09-41-05,0,0,0,0,0,35,0,0,0,0,0
09-42-05,0,0,0,0,0,35,0,0,0,0,0
09-43-05,0,0,0,0,0,36,0,0,0,0,0
09-44-05,0,0,0,0,0,32,0,0,0,0,0
09-45-05,0,0,0,0,0,33,0,0,0,0,0
09-46-05,0,0,0,0,0,32,0,0,0,0,0
09-47-05,0,32,0,0,0,36,0,0,0,0,0
09-48-05,0,0,0,0,0,34,0,0,0,0,0
09-49-05,0,0,0,0,0,33,0,0,0,0,0
09-50-15,0,0,0,0,0,35,0,0,0,0,0
09-51-15,0,0,0,0,0,40,0,0,0,0,0
09-52-05,0,0,0,0,0,33,0,0,0,0,0
09-53-05,0,0,0,0,0,34,0,0,0,0,0
09-54-05,0,0,0,0,0,33,0,0,0,0,0
