date,Uriah,Veylan,Sofi,Neve,Elliot,Dash,Dario,Eleanor,Bodhi,Mary,Erin
09-00-05,0,61,33,38,40,0,41,30,29,54,0
09-01-05,0,61,34,37,40,0,42,31,0,55,0
09-02-05,0,61,35,38,40,0,42,30,0,55,0
09-03-05,0,61,45,42,41,0,42,31,29,53,0
09-04-05,0,61,39,38,39,0,43,32,29,53,0
09-05-05,0,61,40,37,40,0,44,32,29,54,0
09-06-05,0,61,39,38,39,0,43,32,30,54,0
09-07-05,0,61,44,43,42,0,45,31,0,53,0
09-08-05,0,61,45,43,40,0,46,31,0,52,0
09-09-05,0,61,47,44,40,0,43,31,0,52,0
09-10-05,0,61,49,42,40,0,33,33,0,54,0
09-11-05,0,61,52,42,38,0,39,32,0,54,0
09-12-05,0,61,52,43,39,0,41,0,0,55,0
09-13-05,0,61,52,43,38,0,41,0,0,54,0
09-14-05,0,61,52,42,38,0,41,0,0,54,0
09-15-05,0,61,52,43,39,0,41,0,0,55,0
09-16-05,0,61,53,42,39,0,41,0,0,53,0
09-17-05,0,61,51,43,39,0,41,0,0,55,0
09-18-05,0,61,52,43,39,0,41,0,0,55,0
09-19-05,0,61,52,43,39,0,41,0,0,54,0
09-20-05,0,61,51,42,39,0,40,0,0,54,0
09-21-05,0,61,53,43,38,0,39,0,0,54,0
09-22-05,0,61,52,42,37,0,43,32,0,54,0
09-23-05,0,61,52,43,38,0,33,0,0,54,0
09-24-05,0,61,52,43,39,0,0,30,0,54,0
09-25-05,0,61,52,43,39,0,0,31,0,55,0
09-26-05,0,61,53,43,39,0,0,31,0,55,0
09-27-05,0,61,52,42,38,0,0,32,0,54,0
09-28-05,0,61,50,40,38,0,0,35,31,55,0
09-29-05,0,61,48,38,41,0,0,38,31,56,0
09-30-05,0,62,51,39,38,0,0,36,31,56,0
09-31-05,0,61,49,35,39,0,0,36,30,0,0
09-32-05,0,61,51,39,39,0,0,39,31,0,0
09-33-05,0,61,52,39,39,0,33,38,29,0,0
09-34-05,0,61,45,37,38,0,0,37,29,0,0
09-35-05,0,61,50,38,35,0,0,39,0,0,0
09-36-05,0,62,47,39,0,0,0,37,0,0,0
09-37-05,0,61,49,42,30,0,0,39,0,0,0
09-38-05,0,38,33,36,31,0,0,33,0,0,0
09-39-05,30,39,44,40,0,0,0,40,0,0,0
09-40-05,0,0,31,0,0,0,0,0,0,0,0
09-41-05,0,0,0,0,0,0,40,0,0,0,0
09-42-25,0,0,0,0,0,0,0,0,0,0,30
09-43-05,0,0,0,0,0,0,0,0,0,0,29
09-44-15,0,0,0,34,0,0,0,0,0,0,0
09-45-35,0,0,0,0,32,0,0,0,0,0,0
09-46-15,0,0,0,0,29,0,0,0,0,0,0
09-47-15,0,0,0,0,0,0,31,0,0,0,0
09-48-15,0,0,30,0,0,0,0,0,0,0,0
09-49-05,0,0,32,0,0,0,0,0,0,0,0
09-50-05,0,0,32,0,0,0,0,0,0,0,0
09-51-05,0,0,31,0,0,0,0,0,0,0,0
09-52-05,0,0,31,30,0,0,0,0,0,0,0
09-53-05,0,0,34,0,0,0,0,0,0,0,0
09-54-05,0,0,32,0,0,0,0,0,0,0,0
09-55-05,0,0,34,34,0,0,0,0,0,0,0
09-56-05,0,0,33,40,0,0,0,0,0,0,0
09-57-05,0,33,0,0,0,0,0,0,0,0,0
09-58-05,0,0,34,33,0,0,0,0,0,0,0
10-00-15,0,0,0,34,0,0,0,0,0,0,0
10-01-05,0,0,0,0,0,0,0,0,0,0,0
10-02-05,0,0,0,0,0,0,0,0,0,0,0
10-03-15,0,0,0,33,0,0,0,0,0,0,0
10-04-15,0,0,0,32,0,0,0,0,0,0,0
10-05-05,0,0,0,0,0,0,29,0,0,0,0
10-06-15,0,0,30,0,0,0,0,0,0,0,0
10-07-05,0,0,33,0,0,0,0,0,0,0,0
10-08-25,0,31,39,36,0,0,0,0,0,0,0
10-09-05,0,0,0,0,30,0,0,0,0,0,0
10-10-05,0,0,0,0,34,0,0,0,0,0,0
10-11-05,0,0,0,0,0,0,0,0,30,0,0
10-12-05,0,0,0,0,33,0,30,0,0,0,0
10-13-05,0,0,0,0,30,0,0,0,0,0,0
10-14-05,0,0,0,0,33,0,0,0,0,0,0
10-15-15,0,0,0,0,0,0,0,0,0,0,33
10-16-05,0,0,0,0,0,0,31,0,0,0,0
10-17-15,0,0,0,0,32,0,0,0,0,36,0
10-18-25,0,0,0,0,0,0,35,0,0,0,0
10-19-05,0,0,0,0,0,0,0,0,0,0,30
10-21-15,0,0,0,0,0,0,0,0,0,0,37
10-22-05,0,0,0,0,0,0,0,0,0,0,33
10-23-25,0,0,0,0,0,0,0,0,0,0,41
10-24-05,0,0,0,0,0,0,0,0,0,0,35
10-25-35,0,0,0,0,0,0,39,0,0,0,0
10-26-05,0,0,0,34,31,0,0,0,0,0,39
10-27-05,0,0,0,0,0,0,0,0,0,0,0
10-28-05,0,0,0,0,29,0,0,0,0,0,0
10-29-05,0,0,33,31,0,0,0,0,0,29,0
10-30-05,0,0,31,0,30,0,0,0,0,0,0
10-31-05,0,0,33,30,0,0,0,0,0,0,0
10-32-05,0,0,0,0,30,0,0,0,0,33,36
10-33-05,0,0,0,0,0,0,0,0,0,31,0
10-34-55,0,0,0,0,0,0,0,0,0,31,0
10-35-45,0,0,0,0,0,0,0,0,0,33,0
10-36-05,0,0,0,0,0,0,0,0,0,30,0
10-37-15,0,0,0,0,31,0,0,0,0,0,0
10-38-05,0,0,0,0,0,0,0,0,0,0,0
10-39-25,0,0,0,0,0,0,0,0,0,0,0
10-40-15,0,0,0,0,0,0,0,0,0,30,0
10-41-05,0,0,31,0,0,0,0,0,0,0,0
10-42-05,0,34,42,0,0,0,0,0,0,0,38
10-43-05,0,0,0,0,0,0,0,0,0,0,39
10-44-45,0,0,0,0,0,0,32,0,0,0,0
10-45-05,0,0,33,0,0,0,0,0,0,0,0
10-46-05,0,32,33,29,0,0,0,0,0,0,0
10-47-05,0,0,32,0,0,0,36,0,0,0,0
10-48-05,0,0,0,0,0,0,0,0,0,0,30
10-49-05,0,0,30,0,0,0,0,0,0,0,31
10-50-05,0,0,30,31,0,0,33,0,0,0,0
10-51-05,0,0,0,34,0,0,0,0,0,0,0
10-52-05,0,32,46,0,0,0,35,0,0,0,33
10-53-05,0,0,0,33,0,0,0,0,0,0,0
10-54-05,0,0,31,0,0,0,32,0,0,0,0
10-55-05,0,0,33,32,0,0,0,0,0,0,0
10-56-05,0,0,0,40,0,0,34,0,0,0,0
10-57-05,0,0,34,32,0,0,31,0,0,0,0
10-58-05,0,0,0,0,0,0,0,0,30,0,0
10-59-05,0,0,0,0,0,0,30,0,0,0,0
11-00-05,0,0,0,0,0,0,0,0,0,0,31
11-01-05,0,0,0,0,0,0,33,0,0,0,31
11-02-05,0,0,0,0,0,0,0,0,0,0,33
11-03-05,0,0,0,0,0,0,0,0,0,0,34
11-04-05,0,0,0,0,0,0,32,0,0,0,30
11-05-45,0,0,0,0,0,0,33,0,0,0,0
11-06-35,0,0,0,0,0,0,33,0,0,0,32
11-07-05,0,0,0,0,0,0,33,0,0,0,0
11-08-05,0,0,0,0,0,0,30,0,0,0,0
11-10-15,0,0,0,0,0,0,30,0,0,0,0
11-11-05,0,0,0,0,0,0,33,0,0,0,0
11-12-05,0,0,32,0,0,0,0,0,0,0,0
11-13-35,0,0,0,0,0,0,30,0,0,0,0
11-14-05,0,0,0,0,0,0,30,0,0,0,0
11-15-15,0,0,33,0,0,0,0,0,0,0,0
11-16-15,0,0,0,0,0,0,0,0,0,33,0
11-17-05,0,0,33,30,0,0,0,0,0,0,0
11-18-05,0,0,0,0,0,0,35,0,0,0,0
11-19-05,0,0,0,0,0,0,30,0,0,0,0
11-20-15,0,0,0,0,0,0,33,0,0,0,0
11-21-05,0,0,0,0,0,0,31,0,0,0,0
11-22-05,0,0,0,0,0,0,33,0,0,0,0
11-23-05,0,0,0,0,0,0,32,0,0,0,0
11-24-05,0,35,31,0,0,0,0,0,0,0,0
11-25-05,0,34,31,0,0,0,0,0,0,0,0
11-26-05,0,0,0,0,40,0,33,0,0,0,0
11-27-05,0,0,0,0,0,0,32,0,0,0,34
