date,Uriah,Veylan,Sofi,Elliot,Riella,Dash,Dario,Eleanor,Bodhi,Mary,Erin
12-01-05,33,42,0,0,48,0,40,0,53,52,0
12-02-05,34,41,0,0,47,0,41,0,54,52,0
12-03-05,36,41,0,0,49,0,40,0,53,52,0
12-04-05,35,42,0,0,48,0,40,0,53,52,0
12-05-05,35,44,0,0,48,0,41,0,53,52,0
12-06-05,35,43,0,0,48,0,40,0,53,52,0
12-07-05,34,47,0,0,49,0,40,0,53,52,0
12-08-05,33,47,0,0,49,0,39,0,53,52,0
12-09-05,34,47,0,0,48,0,40,0,54,51,0
12-10-05,34,47,0,0,49,0,40,0,53,52,0
12-11-05,34,47,0,0,48,0,40,0,53,52,0
12-12-05,36,47,0,0,49,0,42,0,53,53,0
12-13-05,32,45,0,0,48,0,51,0,54,47,0
12-14-05,34,47,0,0,48,0,40,0,53,52,0
12-15-05,35,47,0,0,48,0,40,0,53,52,0
12-16-05,35,47,0,0,48,0,40,0,54,52,0
12-17-05,32,46,0,0,48,0,40,0,54,53,0
12-18-05,34,46,0,0,48,0,39,0,53,52,0
12-19-05,37,48,0,0,48,0,47,0,54,50,0
12-20-05,35,47,0,0,47,0,47,0,53,49,0
12-21-05,37,47,0,0,47,0,40,0,53,51,0
12-22-05,36,47,0,0,47,0,39,0,53,51,0
12-23-05,35,47,0,0,47,0,41,0,53,52,0
12-24-05,36,47,0,0,47,0,40,0,53,51,0
12-25-05,36,47,0,0,47,0,39,0,53,52,0
12-26-05,40,47,0,0,47,0,40,0,53,52,0
12-27-05,33,46,0,0,46,0,40,0,53,52,0
12-28-05,38,46,0,0,47,0,42,0,53,52,0
12-29-05,35,46,0,0,48,0,41,0,54,52,0
12-30-05,36,46,0,0,48,0,41,0,53,51,0
12-31-05,36,46,0,0,48,0,39,0,53,52,0
12-32-05,35,46,0,0,48,0,39,0,53,52,0
12-33-05,36,47,0,0,48,0,39,0,53,52,0
12-34-05,35,46,0,0,48,0,39,0,53,51,0
12-35-05,36,47,0,0,48,0,39,0,53,51,0
12-36-05,35,47,0,0,49,0,39,0,53,52,0
12-37-05,36,47,0,0,48,0,40,0,53,52,0
12-38-05,36,46,0,0,48,0,40,0,53,52,0
12-39-05,36,47,0,0,48,0,40,0,53,52,0
12-40-05,35,47,0,0,48,0,39,0,53,52,0
12-41-05,35,47,0,0,48,0,40,0,53,51,0
12-42-05,35,47,0,0,48,0,40,0,53,52,0
12-43-05,36,47,0,0,48,0,40,0,53,52,0
12-44-05,36,46,0,0,48,0,40,0,53,52,0
12-45-05,36,47,0,0,48,0,39,0,53,52,0
12-46-05,36,47,0,0,48,0,40,0,53,52,0
12-47-05,35,47,0,0,49,0,40,0,53,52,0
12-48-05,35,46,0,0,48,0,39,0,53,52,0
12-49-05,36,46,0,0,49,0,40,0,53,52,0
12-50-05,35,46,0,0,48,0,38,0,53,52,0
12-51-05,36,46,0,0,48,0,40,0,53,52,0
12-52-05,35,47,0,0,48,0,40,0,54,52,0
12-53-05,35,47,0,0,48,0,39,0,53,51,0
12-54-05,36,46,0,0,48,0,39,0,53,52,0
12-55-05,36,46,0,0,48,0,39,0,53,52,0
12-56-05,35,47,0,0,48,0,39,0,53,52,0
12-57-05,35,47,0,0,48,0,40,0,53,52,0
12-58-05,35,46,0,0,48,0,39,0,53,51,0
12-59-05,36,47,0,0,48,0,39,0,53,52,0
13-00-05,35,47,0,0,47,0,39,0,53,52,0
13-01-05,35,47,0,0,48,0,39,0,53,52,0
