date,Uriah,Veylan,Sofi,Neve,Elliot,Riella,Dario,Eleanor,Bodhi,Mary,Erin
08-51-05,57,55,59,55,57,55,0,0,0,0,0
08-52-05,77,80,82,80,69,77,75,0,0,0,0
08-53-05,77,79,82,79,69,77,0,78,0,0,0
08-54-05,77,78,82,80,70,77,0,78,80,0,0
08-55-05,77,78,82,80,70,77,0,78,80,82,0
08-56-05,76,76,82,80,70,81,0,82,80,82,0
08-57-05,75,77,81,80,71,81,0,82,81,82,0
08-58-05,41,33,81,80,73,80,0,82,81,82,0
08-59-05,52,34,82,80,73,80,0,81,81,81,0
09-00-05,41,33,37,46,48,54,0,81,80,82,0
09-01-05,51,46,51,66,37,50,0,59,39,52,0
09-02-05,50,47,49,66,63,50,0,58,0,50,0
09-03-05,50,47,48,66,63,50,0,58,0,49,0
09-04-05,52,53,47,63,71,43,0,61,0,46,0
09-05-05,51,51,52,68,64,53,0,59,0,46,0
09-06-05,50,50,53,68,64,52,0,59,0,47,0
09-07-05,51,51,52,68,64,53,0,59,0,47,0
09-08-05,50,51,52,67,64,53,0,59,0,47,0
09-09-05,51,51,52,68,64,53,0,59,0,46,0
09-10-05,51,51,52,68,64,53,0,59,0,46,0
09-11-05,51,52,52,68,63,51,0,58,0,46,0
09-12-05,50,47,48,66,64,46,0,59,0,47,0
09-13-05,49,46,48,66,64,46,0,59,0,47,0
09-14-05,49,47,48,67,64,47,0,59,0,48,0
09-15-05,50,47,48,67,64,47,0,59,0,47,0
09-16-05,49,47,48,66,64,47,0,59,0,48,0
09-17-05,49,47,50,67,64,46,0,59,0,48,0
09-18-05,49,48,50,67,64,46,0,59,0,46,0
09-19-05,49,46,51,66,64,46,0,59,0,48,0
09-20-05,48,46,50,66,61,49,0,57,0,48,0
09-21-05,34,42,40,37,36,40,0,45,0,40,0
09-22-05,32,35,38,42,37,38,0,36,0,31,0
09-23-05,37,33,32,31,33,36,0,31,0,30,0
09-24-05,32,32,31,33,34,30,0,35,0,31,0
09-25-05,31,32,35,30,35,37,0,31,0,31,0
09-26-05,30,30,31,31,31,30,0,31,0,30,0
09-27-05,0,0,30,0,30,0,0,0,0,0,0
09-28-05,0,0,30,31,0,31,0,31,0,0,0
09-29-05,30,0,0,0,0,0,0,39,0,0,0
09-30-05,0,0,0,0,0,0,0,32,0,30,0
09-31-05,0,0,0,30,31,0,0,31,0,0,0
09-32-05,0,0,0,30,31,0,0,31,0,0,0
09-33-05,0,0,0,0,0,0,0,31,0,31,0
09-34-05,30,0,30,0,30,0,0,30,0,0,0
09-35-05,31,0,0,0,0,0,0,0,0,0,0
09-36-05,0,0,0,0,0,0,0,0,0,30,0
09-37-05,0,0,30,0,0,0,0,0,0,31,0
09-38-05,0,30,0,0,0,0,0,0,0,0,0
09-39-05,0,30,31,31,30,30,0,0,0,0,0
09-40-15,0,36,30,0,31,0,0,0,0,0,0
09-41-05,0,0,31,0,0,0,0,0,0,0,0
09-43-05,0,0,30,0,0,0,0,0,0,0,0
09-44-05,0,0,34,0,33,0,0,0,0,32,0
09-45-05,0,0,0,0,0,0,0,0,0,31,0
09-46-05,0,31,30,0,0,0,0,0,0,33,0
09-47-05,0,32,31,0,0,0,0,0,0,0,0
09-48-05,0,34,46,0,31,0,0,0,0,0,0
09-49-15,0,50,0,0,33,0,0,0,0,0,0
09-50-05,0,30,0,0,0,0,0,0,0,0,0
09-51-05,32,0,31,0,0,0,0,0,0,45,0
09-52-05,30,32,33,0,0,0,0,0,0,32,0
09-53-05,0,0,30,0,0,0,0,0,0,31,0
09-54-45,30,0,0,0,0,0,0,0,0,30,0
09-55-05,0,0,0,0,34,0,0,0,0,30,0
09-56-05,31,0,0,0,30,0,0,0,0,34,0
09-57-05,0,32,0,0,0,0,0,0,0,31,0
09-58-05,0,0,0,0,31,0,0,0,0,0,0
09-59-05,0,0,0,0,32,0,0,0,0,31,0
10-00-15,0,0,0,0,0,0,0,0,0,31,0
10-01-05,0,0,0,0,0,0,0,0,0,35,0
10-02-05,0,0,0,0,0,0,0,0,0,33,0
10-03-05,0,0,0,0,0,0,0,0,0,30,0
10-04-05,30,0,0,0,0,0,0,0,0,0,0
10-07-05,0,0,0,0,33,0,0,0,0,0,0
10-08-05,0,0,0,0,36,0,0,0,0,0,0
10-09-45,0,0,0,0,33,0,0,0,0,31,0
10-10-05,0,0,0,0,31,0,0,0,0,0,0
10-12-25,0,0,0,0,31,0,0,0,0,30,0
10-13-05,0,0,0,0,0,0,0,0,0,30,0
10-14-15,30,0,0,0,0,0,0,0,0,35,0
10-15-05,36,0,0,0,0,0,0,0,0,32,0
10-16-05,0,0,33,0,0,0,0,0,0,0,0
10-17-05,0,0,31,0,0,0,0,0,0,0,0
10-18-05,0,30,34,0,0,0,0,0,0,0,0
10-19-05,0,41,30,0,0,0,0,0,0,0,0
10-20-05,0,31,32,0,0,0,0,0,0,0,0
10-21-05,0,30,30,0,0,0,0,0,0,0,0
10-22-05,0,30,30,0,30,0,0,0,0,0,0
10-23-05,0,0,31,0,0,0,0,0,0,0,0
10-24-15,0,0,31,0,0,0,0,0,0,0,0
10-25-25,0,0,31,0,0,0,0,0,0,0,0
10-26-05,0,0,30,0,30,0,0,0,0,0,0
10-27-05,0,0,30,0,0,0,0,0,0,0,0
10-28-15,0,0,30,0,0,0,0,0,0,0,0
10-29-15,31,31,0,0,0,0,0,0,0,0,0
10-30-05,32,0,0,0,0,0,0,0,0,0,0
10-31-05,0,0,30,0,0,0,0,0,0,0,0
10-32-15,0,0,30,0,0,0,0,0,0,0,0
10-33-05,0,0,31,0,0,0,0,0,0,0,0
10-34-05,0,0,32,0,0,0,0,0,0,0,0
10-35-05,0,0,36,0,0,0,0,0,0,0,0
10-36-05,31,0,31,0,0,0,0,0,0,0,0
10-37-05,0,0,31,0,0,0,0,0,0,0,0
10-38-05,0,30,0,0,0,0,0,0,0,0,0
10-39-05,0,0,31,0,0,0,0,0,0,0,0
10-40-05,0,0,31,0,0,0,0,0,0,0,0
10-41-05,0,33,32,0,0,0,0,0,0,0,0
10-42-05,0,38,33,0,0,0,0,0,0,0,0
10-43-05,0,0,30,0,0,0,0,0,0,0,0
10-45-15,0,0,0,0,30,0,0,0,0,0,0
10-46-25,0,0,30,0,0,0,0,0,0,0,0
10-47-05,30,0,0,0,0,0,0,0,0,0,0
10-48-05,30,31,30,0,0,0,0,0,0,0,0
10-49-05,30,0,0,0,0,0,0,0,0,0,0
10-50-05,31,0,0,0,0,0,0,0,0,0,0
10-51-05,32,0,0,0,0,0,0,0,0,0,0
10-52-05,31,30,0,0,30,0,0,0,0,30,0
10-53-05,34,0,0,0,0,0,0,0,0,0,0
10-54-05,31,0,0,0,0,0,0,0,0,31,0
10-55-05,36,32,0,0,0,0,0,0,0,30,0
10-56-05,36,0,35,0,0,0,0,0,0,31,0
10-57-05,33,0,30,0,0,0,0,0,0,0,0
10-58-05,31,0,32,0,31,0,0,0,0,0,0
10-59-05,34,0,31,0,0,0,0,0,0,0,0
11-00-05,33,0,30,0,0,0,0,0,0,0,0
11-01-05,32,0,0,0,31,0,0,0,0,33,0
11-02-05,30,31,30,0,37,0,0,0,0,35,0
11-03-05,30,0,31,0,40,0,0,0,0,38,0
11-04-05,0,0,30,0,34,0,0,0,0,30,0
11-05-05,30,0,0,0,0,0,0,0,0,31,0
11-06-05,0,0,32,0,0,0,0,0,0,0,0
11-07-05,0,0,0,0,0,0,0,0,0,30,0
11-08-15,0,0,31,0,0,0,0,0,0,0,0
11-09-05,0,0,31,0,0,0,0,0,0,33,0
11-10-15,0,0,31,0,0,0,0,0,0,0,0
11-11-05,30,0,32,0,0,0,0,0,0,0,0
11-12-05,0,0,33,0,0,0,0,0,0,0,0
11-13-15,30,0,0,0,0,0,0,0,0,0,0
11-14-05,31,0,0,0,0,0,0,0,0,0,0
