date,Uriah,Veylan,Sofi,Neve,Elliot,Riella,Dario,Eleanor,Bodhi,Mary,Erin
08-51-05,57,55,59,55,57,55,0,0,0,0,0
08-51-15,77,79,82,79,68,77,0,0,0,0,0
08-51-25,77,80,82,79,68,77,0,0,0,0,0
08-51-35,76,79,82,79,68,77,0,0,0,0,0
08-51-45,77,79,82,79,68,77,58,0,0,0,0
08-51-55,77,80,82,80,69,77,71,0,0,0,0
08-52-05,77,80,82,80,69,77,75,0,0,0,0
08-52-15,76,79,82,79,68,77,48,0,0,0,0
08-52-25,77,79,82,79,68,77,0,0,0,0,0
08-52-35,77,79,82,79,67,77,0,57,0,0,0
08-52-45,77,79,82,79,69,78,0,63,0,0,0
08-52-55,77,79,82,80,69,78,0,79,0,0,0
08-53-05,77,79,82,79,69,77,0,78,0,0,0
08-53-15,77,79,82,80,69,78,0,78,0,0,0
08-53-25,77,79,82,80,69,77,0,78,61,0,0
08-53-35,77,78,82,79,70,77,0,78,80,0,0
08-53-45,77,78,82,79,70,77,0,79,80,0,0
08-53-55,77,78,82,80,70,77,0,78,80,0,0
08-54-05,77,78,82,80,70,77,0,78,80,0,0
08-54-15,77,78,82,79,70,76,0,77,80,0,0
08-54-25,77,78,82,80,70,77,0,78,80,0,0
08-54-35,77,79,82,80,69,77,0,79,80,0,0
08-54-45,77,79,82,80,70,77,0,79,80,53,0
08-54-55,77,77,82,80,70,77,0,78,80,81,0
08-55-05,77,78,82,80,70,77,0,78,80,82,0
08-55-15,77,78,82,80,70,77,0,80,81,81,0
08-55-25,77,78,82,80,70,77,0,78,80,82,0
08-55-35,77,78,82,80,70,77,0,79,80,81,0
08-55-45,76,77,81,80,70,80,0,82,80,82,0
08-55-55,75,77,81,80,70,81,0,82,81,82,0
08-56-05,76,76,82,80,70,81,0,82,80,82,0
08-56-15,76,76,82,80,70,81,0,82,81,82,0
08-56-25,75,76,81,80,70,81,0,82,81,82,0
08-56-35,76,77,82,80,70,81,0,82,81,81,0
08-56-45,75,76,82,80,71,81,0,82,81,82,0
08-56-55,75,76,82,80,70,80,0,82,80,82,0
08-57-05,75,77,81,80,71,81,0,82,81,82,0
08-57-15,76,77,82,80,70,81,0,82,80,82,0
08-57-25,70,76,82,80,70,80,0,81,80,82,0
08-57-35,41,35,81,80,73,80,0,82,81,82,0
08-57-45,41,37,81,80,73,80,0,82,80,82,0
08-57-55,35,32,81,80,73,80,0,82,81,82,0
08-58-05,41,33,81,80,73,80,0,82,81,82,0
08-58-15,44,33,81,79,73,81,0,82,81,82,0
08-58-25,37,34,81,79,73,80,0,82,80,82,0
08-58-35,51,33,81,80,73,80,0,82,80,82,0
08-58-45,34,41,81,80,73,80,0,82,81,82,0
08-58-55,51,32,81,79,72,80,0,82,80,82,0
08-59-05,52,34,82,80,73,80,0,81,81,81,0
08-59-15,40,32,56,65,73,80,0,82,81,82,0
08-59-25,40,31,39,41,72,80,0,82,80,82,0
08-59-35,40,34,38,34,73,80,0,82,80,82,0
08-59-45,40,36,34,44,73,80,0,82,80,82,0
08-59-55,40,36,37,45,73,80,0,82,80,82,0
09-00-05,41,33,37,46,48,54,0,81,80,82,0
09-00-15,40,32,35,45,42,55,0,81,80,82,0
09-00-25,41,33,35,46,38,54,0,81,80,82,0
09-00-35,42,33,36,45,45,44,0,81,79,82,0
09-00-45,34,38,39,47,0,37,0,59,44,45,0
09-00-55,48,42,48,61,38,48,0,68,47,48,0
09-01-05,51,46,51,66,37,50,0,59,39,52,0
09-01-15,49,48,49,66,40,51,0,60,43,48,0
09-01-25,50,48,50,66,38,51,0,60,53,52,0
09-01-35,50,48,52,66,40,51,0,60,0,46,0
09-01-45,51,48,48,66,37,51,0,59,0,50,0
09-01-55,49,47,48,66,40,51,0,60,0,51,0
09-02-05,50,47,49,66,63,50,0,58,0,50,0
09-02-15,49,47,50,65,64,50,0,58,0,49,0
09-02-25,50,48,49,66,63,50,0,58,0,50,0
09-02-35,49,46,49,66,63,49,0,58,0,51,0
09-02-45,49,48,49,65,64,50,0,57,0,49,0
09-02-55,51,49,50,66,64,52,0,58,0,50,0
09-03-05,50,47,48,66,63,50,0,58,0,49,0
09-03-15,50,50,49,66,63,51,0,58,0,50,0
09-03-25,51,54,45,63,70,46,0,61,0,47,0
09-03-35,51,53,46,63,70,44,0,60,0,47,0
09-03-45,52,53,47,64,70,42,0,61,0,46,0
09-03-55,52,53,47,64,71,42,0,61,0,47,0
09-04-05,52,53,47,63,71,43,0,61,0,46,0
09-04-15,51,53,47,64,70,44,0,60,0,46,0
09-04-25,52,53,47,63,70,43,0,61,0,47,0
09-04-35,51,49,48,66,64,48,0,59,0,45,0
09-04-45,51,50,51,67,64,53,0,59,0,47,0
09-04-55,51,51,52,68,64,53,0,59,0,47,0
09-05-05,51,51,52,68,64,53,0,59,0,46,0
09-05-15,51,50,52,67,64,53,0,59,0,47,0
09-05-25,51,50,52,68,64,53,0,59,0,46,0
09-05-35,50,50,52,68,64,53,0,59,0,47,0
09-05-45,50,50,52,68,64,53,0,59,0,46,0
09-05-55,51,50,53,68,64,52,0,59,0,46,0
09-06-05,50,50,53,68,64,52,0,59,0,47,0
09-06-15,51,50,53,67,64,52,0,59,0,48,0
09-06-25,51,49,53,68,64,52,0,59,0,47,0
09-06-35,50,50,53,68,64,52,0,59,0,47,0
09-06-45,51,51,52,68,64,52,0,59,0,48,0
09-06-55,51,50,52,68,64,52,0,59,0,47,0
09-07-05,51,51,52,68,64,53,0,59,0,47,0
09-07-15,51,51,52,67,64,53,0,59,0,47,0
09-07-25,51,51,52,68,64,53,0,59,0,46,0
09-07-35,51,51,52,68,64,53,0,59,0,47,0
09-07-45,51,51,52,68,64,53,0,59,0,47,0
09-07-55,51,50,52,67,64,53,0,59,0,47,0
09-08-05,50,51,52,67,64,53,0,59,0,47,0
09-08-15,51,50,52,68,64,53,0,59,0,47,0
09-08-25,51,51,52,68,64,53,0,59,0,47,0
09-08-35,50,50,52,67,64,53,0,59,0,47,0
09-08-45,51,50,52,67,64,53,0,59,0,46,0
09-08-55,51,50,52,68,64,53,0,59,0,47,0
09-09-05,51,51,52,68,64,53,0,59,0,46,0
09-09-15,50,50,52,68,64,53,0,59,0,47,0
09-09-25,51,51,52,67,64,53,0,59,0,47,0
09-09-35,51,51,52,68,63,53,0,59,0,46,0
09-09-45,51,51,52,68,64,53,0,59,0,46,0
09-09-55,51,50,52,68,64,53,0,59,0,47,0
09-10-05,51,51,52,68,64,53,0,59,0,46,0
09-10-15,50,51,52,68,64,53,0,59,0,46,0
09-10-25,51,51,52,68,64,53,0,59,0,47,0
09-10-35,51,51,52,68,64,53,0,59,0,46,0
09-10-45,51,51,52,67,64,53,0,58,0,48,0
09-10-55,52,51,52,68,64,52,0,58,0,47,0
09-11-05,51,52,52,68,63,51,0,58,0,46,0
09-11-15,51,51,53,68,63,53,0,59,0,45,0
09-11-25,52,51,53,68,63,53,0,59,0,47,0
09-11-35,51,51,53,67,63,53,0,59,0,44,0
09-11-45,52,50,52,68,62,48,0,58,0,48,0
09-11-55,51,49,50,67,64,47,0,59,0,47,0
09-12-05,50,47,48,66,64,46,0,59,0,47,0
09-12-15,49,47,48,67,64,47,0,59,0,47,0
09-12-25,49,46,48,66,64,46,0,59,0,48,0
09-12-35,49,47,49,67,64,46,0,59,0,47,0
09-12-45,49,47,48,66,64,46,0,59,0,48,0
09-12-55,50,46,48,67,64,46,0,59,0,47,0
09-13-05,49,46,48,66,64,46,0,59,0,47,0
09-13-15,50,46,48,67,64,46,0,59,0,47,0
09-13-25,49,47,48,66,64,46,0,59,0,47,0
09-13-35,49,46,48,66,64,47,0,59,0,48,0
09-13-45,49,48,48,67,64,47,0,59,0,48,0
09-13-55,49,46,48,67,64,46,0,59,0,47,0
09-14-05,49,47,48,67,64,47,0,59,0,48,0
09-14-15,49,47,48,67,64,47,0,59,0,47,0
09-14-25,50,48,48,67,64,47,0,59,0,48,0
09-14-35,50,47,48,67,64,47,0,59,0,48,0
09-14-45,50,46,48,66,64,47,0,59,0,47,0
09-14-55,50,47,48,66,64,47,0,59,0,48,0
09-15-05,50,47,48,67,64,47,0,59,0,47,0
09-15-15,50,46,48,67,64,47,0,59,0,48,0
09-15-25,49,47,48,66,64,47,0,59,0,48,0
09-15-35,49,47,48,66,64,47,0,59,0,48,0
09-15-45,50,48,48,67,64,47,0,59,0,48,0
09-15-55,50,46,48,66,64,47,0,59,0,48,0
09-16-05,49,47,48,66,64,47,0,59,0,48,0
09-16-15,49,46,49,66,64,47,0,59,0,48,0
09-16-25,49,47,49,67,64,46,0,59,0,49,0
09-16-35,50,47,49,67,64,46,0,59,0,48,0
09-16-45,49,47,50,67,64,46,0,59,0,48,0
09-16-55,49,47,50,66,64,46,0,59,0,48,0
09-17-05,49,47,50,67,64,46,0,59,0,48,0
09-17-15,50,48,49,67,64,46,0,59,0,47,0
09-17-25,49,47,50,67,64,46,0,59,0,48,0
09-17-35,49,48,50,67,64,46,0,59,0,48,0
09-17-45,49,47,50,66,64,46,0,59,0,47,0
09-17-55,49,47,50,67,64,47,0,59,0,48,0
