date,Uriah,Sofi,Neve,Elliot,Riella,Dash,Dario,Eleanor,Bodhi,Mary,Erin
09-00-05,58,0,54,61,60,55,49,50,66,47,0
09-01-05,58,0,54,62,60,55,49,50,66,47,0
09-02-05,58,0,53,62,61,56,48,49,66,47,0
09-03-05,58,0,53,62,60,55,48,51,66,47,0
09-04-05,58,0,54,62,61,55,47,50,66,47,0
09-05-05,58,0,54,62,60,56,48,51,66,47,0
09-06-05,58,0,54,61,60,55,48,51,66,47,0
09-07-05,58,0,53,61,60,55,48,51,66,47,0
09-08-05,57,0,54,61,60,55,48,50,66,47,0
09-09-05,58,0,53,62,60,56,48,51,66,47,0
09-10-05,57,0,54,61,60,56,48,50,66,47,0
09-11-05,58,0,54,61,60,55,48,51,65,47,0
09-12-05,57,0,53,61,60,56,48,50,66,47,0
09-13-05,58,0,53,61,60,55,48,50,66,47,0
09-14-05,58,0,54,62,60,56,47,51,66,47,0
09-15-05,57,0,54,61,60,55,48,50,66,47,0
09-16-05,58,0,54,62,60,56,48,50,66,46,34
09-17-05,59,0,54,62,60,55,48,50,66,47,36
09-18-05,54,0,56,62,60,56,48,0,66,48,31
09-19-05,33,0,55,62,61,55,51,0,66,48,34
09-20-05,30,0,61,63,57,55,50,0,66,46,0
09-21-05,0,0,58,61,59,55,48,0,66,51,39
09-22-05,0,0,51,61,60,54,37,0,64,46,32
09-23-05,33,0,59,62,60,55,36,0,64,48,32
09-24-05,33,0,60,43,57,55,31,0,65,45,38
09-25-05,0,0,59,0,59,54,0,0,49,48,33
09-26-05,0,0,62,0,61,56,38,0,34,52,0
09-27-05,0,0,62,0,62,55,45,0,0,33,0
09-28-05,32,0,62,0,61,55,0,0,31,33,0
09-29-05,0,0,65,0,62,56,0,0,34,40,0
09-30-05,0,0,64,0,61,56,0,0,40,43,36
09-31-05,0,0,63,0,34,56,0,0,34,0,35
09-32-05,0,0,63,0,31,55,0,0,40,31,36
09-33-05,0,0,64,0,0,55,0,0,34,0,36
09-34-05,0,0,64,0,0,55,0,0,0,31,35
09-35-05,0,0,36,0,36,34,0,0,30,31,37
09-36-05,0,0,40,0,0,34,0,0,31,33,34
09-37-05,0,0,30,0,0,0,0,0,0,0,0
09-38-05,0,0,0,0,30,0,0,0,0,0,0
09-39-05,33,0,0,0,43,0,33,0,35,0,0
09-40-05,0,0,0,0,35,0,37,0,30,0,0
09-41-05,36,0,31,0,32,0,0,0,32,0,0
09-42-05,0,0,0,0,45,0,32,0,0,0,0
09-43-15,32,0,0,0,0,0,32,0,0,0,0
09-44-05,0,0,0,0,0,34,35,0,42,0,0
09-45-05,32,0,32,0,0,0,38,0,32,30,0
09-46-05,0,0,0,0,0,0,36,0,0,0,0
09-47-05,0,0,0,0,0,30,0,0,33,0,0
09-48-35,0,0,0,0,30,0,0,0,0,0,0
09-49-15,0,0,32,0,0,0,0,0,33,0,0
09-50-05,0,0,0,0,31,0,0,0,34,0,0
09-51-05,0,0,30,0,0,0,0,0,0,0,0
09-52-05,0,0,33,0,0,0,0,0,0,0,0
09-53-05,0,0,0,0,0,0,34,0,0,0,0
09-55-25,0,0,0,0,0,0,0,0,31,0,0
09-56-25,0,0,0,0,0,31,0,0,33,0,0
09-58-15,0,0,0,0,0,0,0,0,31,0,0
10-00-45,0,0,0,0,0,0,0,0,30,0,0
10-04-55,0,0,0,0,33,0,0,0,0,0,0
10-05-15,0,0,0,0,49,0,0,0,0,0,0
10-06-05,0,0,0,0,33,0,0,0,0,0,0
10-07-05,0,0,0,0,35,0,0,0,0,0,0
10-08-05,0,0,0,0,0,32,31,0,36,30,0
10-09-05,0,0,0,0,0,0,0,0,31,0,0
10-10-05,0,0,0,0,0,0,0,0,34,0,0
10-11-05,0,0,0,0,0,0,0,0,59,0,31
10-12-05,0,0,0,0,0,0,0,0,55,0,0
10-13-05,0,0,0,0,0,0,0,0,59,0,0
10-14-05,0,0,0,0,0,0,0,0,54,0,0
10-15-05,0,0,0,0,0,31,35,0,62,0,0
10-16-05,0,0,0,0,0,0,0,0,64,0,0
10-17-05,0,0,0,0,0,0,0,0,64,0,0
10-18-05,0,0,0,0,0,31,0,0,59,0,0
10-19-05,0,0,0,0,0,0,0,0,52,0,0
10-20-15,0,0,0,0,0,0,0,0,0,0,31
10-21-05,0,0,0,0,0,34,0,0,33,0,0
10-22-05,0,0,0,0,0,35,0,0,0,0,0
10-23-05,0,0,0,0,30,0,0,0,0,0,0
10-24-05,0,0,0,0,0,0,0,0,0,0,0
10-25-05,0,0,0,0,0,0,0,0,0,33,0
10-26-05,0,0,0,0,0,0,0,0,0,32,0
10-27-05,0,0,0,0,31,0,0,0,30,34,0
10-28-15,0,0,0,0,0,0,0,0,0,31,0
10-29-05,0,0,0,0,0,0,34,0,0,0,0
10-30-05,0,0,0,0,0,0,0,0,31,0,0
10-31-05,0,0,0,0,0,0,35,0,0,0,0
10-32-05,0,0,0,0,0,43,0,0,41,0,0
10-38-05,0,0,0,0,0,32,0,0,0,0,0
10-39-05,0,0,0,0,0,0,0,0,53,0,31
10-40-05,0,0,0,0,0,32,0,0,48,32,0
10-41-05,0,0,0,0,0,0,0,0,38,0,0
10-42-05,0,0,0,0,0,0,0,0,37,0,31
10-43-05,0,0,0,0,0,0,37,0,0,36,0
10-44-05,0,0,0,0,0,0,30,0,0,33,0
10-45-15,0,0,0,0,0,0,0,0,0,34,0
10-46-05,0,0,0,0,0,0,32,0,0,34,0
10-47-15,0,0,0,0,0,0,0,0,0,32,0
10-48-05,0,0,0,0,0,30,0,0,0,35,0
10-49-05,0,0,0,0,0,0,30,0,0,35,0
