date,Uriah,Sofi,Neve,Elliot,Riella,Dash,Dario,Eleanor,Bodhi,Mary,Erin
09-00-05,58,0,54,61,60,55,49,50,66,47,0
09-00-15,58,0,54,62,60,55,48,52,66,47,0
09-00-25,58,0,54,61,60,56,49,51,66,47,0
09-00-35,58,0,53,62,60,55,48,51,66,47,0
09-00-45,58,0,54,62,60,55,49,51,66,47,0
09-00-55,57,0,53,62,60,56,48,51,66,47,0
09-01-05,58,0,54,62,60,55,49,50,66,47,0
09-01-15,57,0,54,61,60,56,49,51,66,47,0
09-01-25,58,0,54,62,60,56,48,51,66,47,0
09-01-35,58,0,54,62,60,55,48,51,66,47,0
09-01-45,58,0,54,62,60,56,48,50,66,47,0
09-01-55,58,0,54,62,60,56,48,51,66,47,0
09-02-05,58,0,53,62,61,56,48,49,66,47,0
09-02-15,57,0,53,62,60,56,48,51,66,47,0
09-02-25,57,0,53,62,60,55,49,50,66,47,0
09-02-35,58,0,54,62,60,55,48,51,65,47,0
09-02-45,57,0,54,62,60,55,48,50,66,47,0
09-02-55,57,0,53,61,60,55,48,51,65,47,0
09-03-05,58,0,53,62,60,55,48,51,66,47,0
09-03-15,57,0,54,61,60,55,49,50,66,47,0
09-03-25,58,0,54,62,60,56,48,50,66,47,0
09-03-35,58,0,54,62,60,56,48,51,66,47,0
09-03-45,57,0,53,62,60,55,48,50,66,47,0
09-03-55,57,0,54,62,60,56,48,51,66,47,0
09-04-05,58,0,54,62,61,55,47,50,66,47,0
09-04-15,58,0,54,61,60,55,48,50,66,47,0
09-04-25,57,0,54,62,60,55,48,50,66,47,0
09-04-35,58,0,54,62,61,55,48,51,66,47,0
09-04-45,57,0,54,61,60,55,48,51,65,47,0
09-04-55,57,0,54,61,60,55,48,51,66,47,0
09-05-05,58,0,54,62,60,56,48,51,66,47,0
09-05-15,57,0,53,62,60,55,48,51,66,47,0
09-05-25,58,0,54,62,60,55,48,50,66,47,0
09-05-35,58,0,53,61,60,56,48,50,66,47,0
09-05-45,58,0,54,62,60,55,48,50,66,47,0
09-05-55,57,0,54,61,60,55,48,50,66,47,0
09-06-05,58,0,54,61,60,55,48,51,66,47,0
09-06-15,57,0,53,62,60,56,48,51,66,47,0
09-06-25,57,0,54,61,60,56,47,50,65,47,0
09-06-35,58,0,54,61,60,55,48,50,66,47,0
09-06-45,57,0,53,61,60,56,48,51,66,47,0
09-06-55,58,0,54,62,60,55,48,50,66,47,0
09-07-05,58,0,53,61,60,55,48,51,66,47,0
09-07-15,57,0,54,61,60,55,48,51,65,47,0
09-07-25,57,0,53,62,60,55,49,51,66,47,0
09-07-35,58,0,54,62,60,55,47,50,66,47,0
09-07-45,57,0,54,61,60,55,48,50,66,47,0
09-07-55,57,0,54,62,60,56,48,51,66,47,0
09-08-05,57,0,54,61,60,55,48,50,66,47,0
09-08-15,58,0,54,62,60,55,48,51,66,47,0
09-08-25,57,0,54,62,60,55,48,51,66,47,0
09-08-35,58,0,54,62,60,56,48,51,66,47,0
09-08-45,57,0,53,62,60,55,48,50,66,47,0
09-08-55,57,0,54,61,60,55,48,51,66,47,0
09-09-05,58,0,53,62,60,56,48,51,66,47,0
09-09-15,57,0,53,62,60,55,48,50,66,47,0
09-09-25,58,0,54,62,60,55,48,51,66,47,0
09-09-35,58,0,54,61,60,56,48,51,66,47,0
09-09-45,57,0,54,62,60,55,48,51,66,47,0
09-09-55,57,0,54,62,60,55,48,51,65,47,0
09-10-05,57,0,54,61,60,56,48,50,66,47,0
09-10-15,57,0,54,62,60,56,48,50,66,47,0
09-10-25,57,0,53,62,60,55,48,51,66,47,0
09-10-35,57,0,53,61,60,55,48,51,66,47,0
09-10-45,58,0,53,62,60,55,48,51,66,47,0
09-10-55,58,0,54,62,60,55,48,51,66,47,0
09-11-05,58,0,54,61,60,55,48,51,65,47,0
09-11-15,57,0,54,62,60,55,48,51,65,47,0
09-11-25,58,0,54,61,60,55,48,51,66,47,0
09-11-35,57,0,54,61,60,56,48,51,66,47,0
09-11-45,57,0,54,62,60,55,48,51,66,47,0
09-11-55,57,0,53,62,60,56,48,51,65,47,0
09-12-05,57,0,53,61,60,56,48,50,66,47,0
09-12-15,58,0,54,62,60,56,48,51,66,47,0
09-12-25,58,0,53,61,60,55,48,50,66,47,0
09-12-35,58,0,54,61,60,56,48,50,66,47,0
09-12-45,57,0,54,62,60,56,48,50,66,47,0
09-12-55,58,0,54,61,60,55,48,51,65,47,0
09-13-05,58,0,53,61,60,55,48,50,66,47,0
09-13-15,58,0,54,62,60,55,48,50,66,47,0
09-13-25,57,0,54,62,60,56,49,51,66,47,0
09-13-35,57,0,53,62,60,55,48,51,66,47,0
09-13-45,57,0,54,62,60,55,48,50,66,47,0
09-13-55,57,0,54,61,60,55,48,51,65,47,0
09-14-05,58,0,54,62,60,56,47,51,66,47,0
09-14-15,57,0,54,61,60,55,48,50,66,47,0
09-14-25,58,0,54,62,60,55,48,50,66,47,0
09-14-35,57,0,54,62,60,55,48,50,66,47,0
09-14-45,57,0,54,62,60,56,48,50,65,47,0
09-14-55,57,0,54,62,60,56,48,51,66,47,0
09-15-05,57,0,54,61,60,55,48,50,66,47,0
09-15-15,58,0,53,61,60,56,49,50,66,47,0
09-15-25,57,0,53,62,60,56,48,50,66,47,0
09-15-35,57,0,54,62,60,56,49,51,66,46,38
09-15-45,58,0,54,62,60,56,48,51,66,47,33
09-15-55,58,0,53,62,60,56,49,50,66,47,32
09-16-05,58,0,54,62,60,56,48,50,66,46,34
09-16-15,57,0,54,62,60,56,50,50,65,47,0
09-16-25,59,0,55,62,60,55,48,50,65,47,33
