date,Uriah,Veylan,Sofi,Neve,Elliot,Riella,Dash,Eleanor,Bodhi,Mary,Erin,Taj,Silas,Beatrice,Willa
14-01-11,0,0,0,0,0,0,0,0,0,38,0,0,0,0,33,0
14-01-21,0,0,0,0,0,0,0,0,0,38,0,0,0,0,33,0
14-02-11,0,0,0,0,0,0,33,0,0,33,0,0,0,34,34,0
14-02-21,0,0,0,0,0,0,0,0,0,35,0,0,0,0,33,0
14-02-31,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0
14-02-41,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0
14-02-51,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0
14-03-01,0,0,0,0,0,0,0,0,0,33,0,0,0,0,35,0
14-03-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0
14-03-21,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0
14-06-21,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0
14-06-41,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14-06-51,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0
14-07-01,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14-08-31,0,0,0,0,0,0,0,0,0,33,0,0,0,33,0,0
14-09-51,0,35,0,0,0,0,0,0,0,0,0,0,0,33,0,0
14-13-41,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0
14-14-01,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0
14-14-11,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0
14-14-21,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0
14-14-31,0,0,0,0,0,0,0,0,0,33,0,0,0,33,0,0
14-14-51,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0
14-15-01,0,0,0,0,0,0,38,0,33,0,0,0,0,0,0,0
14-15-51,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0
14-21-11,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0
14-27-41,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0
14-28-21,0,0,0,0,0,0,0,0,0,53,0,0,0,34,54,0
14-28-41,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0
14-29-11,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0
14-33-11,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0
14-35-31,0,0,33,0,0,0,35,0,0,0,0,0,0,0,0,0
14-36-01,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0
14-36-41,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0
14-36-51,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0
14-40-11,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0
14-41-51,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14-43-51,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0
14-47-21,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14-49-21,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0
14-49-31,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0
14-49-41,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14-50-31,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0
14-57-51,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0
14-58-01,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0
14-58-11,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14-58-31,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0
14-59-01,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0
14-59-31,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0
15-00-21,0,33,41,37,0,41,0,0,0,46,0,0,0,42,38,0
15-00-31,0,0,34,42,0,43,0,0,0,58,0,0,0,35,51,0
15-00-41,0,0,33,45,0,33,0,0,0,59,0,0,0,39,54,0
15-00-51,0,0,0,43,0,0,0,0,0,58,0,0,0,38,53,0
15-01-01,0,0,33,43,0,39,0,0,0,59,0,0,0,39,52,0
15-01-11,0,0,33,43,0,39,0,0,0,57,0,0,0,39,53,0
15-01-21,0,0,33,43,0,40,0,0,0,59,0,0,0,38,54,0
15-01-31,0,0,34,43,0,38,0,0,0,58,0,0,0,0,54,0
15-01-41,0,0,33,43,0,37,0,0,0,59,0,0,0,37,53,0
15-01-51,0,0,0,43,0,39,0,0,0,59,0,0,0,37,54,0
15-02-01,0,0,0,44,0,33,0,0,0,59,0,0,0,37,54,0
15-02-11,0,0,0,44,0,36,0,0,0,59,0,0,0,0,54,0
15-02-21,0,0,0,43,0,35,0,0,0,58,0,0,0,37,52,0
15-02-31,0,0,0,43,0,39,0,0,0,59,0,0,0,36,53,0
15-02-41,0,0,33,43,0,38,0,0,0,59,0,0,0,40,54,0
15-02-51,0,0,0,42,0,36,47,0,0,60,0,0,0,37,52,0
15-03-01,0,0,0,45,0,38,0,0,0,61,0,0,0,37,54,0
15-03-11,0,0,0,44,0,0,0,0,0,59,0,0,0,37,55,0
15-03-21,0,0,33,0,0,35,0,0,0,59,0,0,0,36,53,0
15-03-31,0,0,35,37,0,45,42,0,0,59,0,0,0,35,54,0
15-03-41,0,34,37,0,0,46,40,0,0,58,0,0,0,0,52,0
15-03-51,0,0,35,37,0,43,37,0,0,57,0,0,0,0,55,0
15-04-01,0,33,0,41,0,47,46,0,0,59,0,0,0,33,51,0
15-04-11,0,0,0,0,0,44,39,0,0,57,0,0,0,34,53,0
15-04-21,0,33,37,35,0,49,43,0,0,59,0,0,0,36,53,0
15-04-31,0,0,35,36,0,46,41,0,0,58,0,0,0,36,54,0
15-04-41,0,0,36,37,0,46,44,0,0,59,0,0,0,35,55,0
15-04-51,0,33,35,0,0,47,45,0,0,59,0,0,0,33,55,0
15-05-01,0,33,35,37,0,47,42,0,0,59,0,0,0,33,52,0
15-05-11,0,0,37,44,0,50,0,0,33,60,0,0,0,34,53,0
15-05-21,0,0,0,42,0,49,45,0,0,60,0,0,0,0,53,0
15-05-31,0,0,0,41,0,47,47,0,0,60,0,0,0,34,51,0
15-05-41,0,33,0,34,0,49,39,0,0,60,0,0,0,37,54,0
15-05-51,0,0,39,42,0,44,47,0,0,61,0,0,0,0,50,0
15-06-01,0,0,37,0,0,49,39,0,0,60,0,0,0,0,53,0
15-06-11,0,0,35,41,0,49,47,0,0,58,0,0,0,33,52,0
15-06-21,0,0,36,0,0,49,46,0,0,58,0,0,0,0,53,0
15-06-31,0,0,37,39,0,48,47,0,33,53,0,0,0,34,52,0
15-06-41,0,33,0,0,0,45,47,0,0,59,0,0,0,34,52,0
15-06-51,0,33,34,37,0,48,46,0,0,60,0,0,0,33,53,0
15-07-01,0,0,0,0,0,51,46,0,0,59,0,0,0,0,51,0
15-07-11,0,0,0,42,0,49,48,0,0,58,0,0,0,36,53,0
15-07-21,0,0,37,0,0,50,45,0,33,60,0,0,0,0,54,0
15-07-31,0,0,37,40,0,49,45,0,0,59,0,0,0,33,53,0
15-07-41,0,0,37,0,0,46,46,0,0,60,0,0,0,37,53,0
15-07-51,0,33,0,41,0,46,44,0,0,59,0,0,0,0,54,0
15-08-01,0,0,0,41,0,0,0,0,0,60,0,0,0,34,54,0
15-08-11,0,0,0,43,0,49,46,0,0,59,0,0,0,33,53,0
15-08-21,0,0,0,0,0,50,46,0,0,58,0,0,0,33,54,0
15-08-31,0,0,37,42,0,49,46,0,33,58,0,0,0,0,51,0
15-08-41,0,0,36,0,0,49,45,0,33,59,0,0,0,33,52,0
15-08-51,0,0,37,0,0,48,44,0,0,59,0,0,0,0,55,0
15-09-01,0,0,37,41,0,50,46,0,0,59,0,0,0,0,54,0
15-09-11,0,0,38,0,0,50,47,0,0,59,0,0,0,35,53,0
15-09-21,0,0,35,41,0,47,45,0,0,59,0,0,0,0,53,0
15-09-31,0,0,35,42,0,48,46,0,0,61,0,0,0,0,53,0
15-09-41,0,0,37,41,0,48,46,0,0,60,0,0,0,33,54,0
15-09-51,0,0,37,41,0,49,46,0,0,59,0,0,0,33,53,0
15-10-01,0,0,37,40,0,51,46,0,0,59,0,0,0,0,52,0
15-10-11,0,0,0,41,0,0,46,0,0,59,0,0,0,33,53,0
15-10-21,0,0,36,41,0,49,46,0,0,58,0,0,0,33,53,0
15-10-31,0,0,36,0,0,47,46,0,0,59,0,0,0,0,53,0
15-10-41,0,0,37,41,0,46,46,0,0,59,0,0,0,35,53,0
15-10-51,0,0,0,0,0,49,46,0,0,60,0,0,0,33,53,0
15-11-01,0,0,37,40,0,46,0,0,33,60,0,0,0,0,53,0
15-11-11,0,0,35,40,0,49,46,0,0,58,0,0,0,0,51,0
15-11-21,0,33,37,40,0,49,0,0,0,60,0,0,0,0,52,0
15-11-31,0,33,0,0,0,49,44,0,0,60,0,0,0,37,53,0
15-11-41,0,0,35,40,0,49,47,0,0,59,0,0,0,34,53,0
15-11-51,0,0,0,40,0,48,40,0,0,59,0,0,0,33,53,0
15-12-01,0,33,35,39,0,43,47,0,0,60,0,0,0,35,52,0
15-12-11,0,0,38,0,0,49,47,0,0,60,0,0,0,0,52,0
15-12-21,0,0,0,40,0,48,47,0,0,59,0,0,0,36,51,0
15-12-31,0,0,37,41,0,50,47,0,0,59,0,0,0,35,53,0
15-12-41,0,0,37,41,0,48,46,0,0,59,0,0,0,0,52,0
15-12-51,0,0,37,38,0,49,0,0,0,59,0,0,0,34,53,0
15-13-01,0,0,36,42,0,48,47,0,0,59,0,0,0,33,53,0
15-13-11,0,33,38,42,0,50,47,0,0,58,0,0,0,33,54,0
15-13-21,0,0,38,42,0,50,0,0,0,59,0,0,0,0,53,0
15-13-31,0,0,38,0,0,49,45,0,0,58,0,0,0,33,55,0
15-13-41,0,0,37,41,0,44,44,0,0,59,0,0,0,0,53,0
15-13-51,0,0,39,41,0,46,46,0,0,58,0,0,0,34,52,0
15-14-01,0,0,37,0,0,47,44,0,0,57,0,0,0,0,52,0
15-14-11,0,0,0,42,0,50,46,0,0,59,0,0,0,34,53,0
15-14-21,0,0,37,41,0,48,46,0,33,59,0,0,0,33,51,0
15-14-31,0,0,0,41,0,49,46,0,0,59,0,0,0,0,53,0
15-14-41,0,0,38,42,0,0,47,0,0,59,0,0,0,0,53,0
15-14-51,0,0,0,41,0,50,46,0,0,56,0,0,0,34,53,0
15-15-01,0,0,38,0,0,49,43,0,0,59,0,0,0,0,53,0
15-15-11,0,0,39,0,0,50,47,0,0,61,0,0,0,36,53,0
15-15-21,0,0,33,43,0,47,46,0,0,61,0,0,0,34,53,0
15-15-31,0,0,41,0,0,48,43,0,0,60,0,0,0,35,52,0
15-15-41,0,0,37,41,0,47,42,0,33,59,0,0,0,0,53,0
15-15-51,0,0,0,41,0,49,48,0,33,59,0,0,0,0,53,0
15-16-01,0,0,37,37,0,48,43,0,0,60,0,0,0,0,53,0
15-16-11,0,0,0,41,0,49,46,0,0,59,0,0,0,33,52,0
15-16-21,0,0,0,0,0,49,47,0,33,60,0,0,0,35,53,0
15-16-31,0,0,0,39,0,49,45,0,0,59,0,0,0,0,53,0
15-16-41,0,0,39,40,0,50,45,0,0,60,0,0,0,36,52,0
15-16-51,0,0,38,0,0,48,46,0,33,61,0,0,0,34,53,0
15-17-01,0,0,37,40,0,49,47,0,0,60,0,0,0,33,52,0
15-17-11,0,0,0,42,0,48,47,0,0,59,0,0,0,0,53,0
15-17-21,0,0,35,41,0,49,46,0,0,60,0,0,0,33,53,0
15-17-31,0,0,37,41,0,48,47,0,0,60,0,0,0,0,54,0
15-17-41,0,0,0,0,0,48,35,0,0,59,0,0,0,35,53,0
15-17-51,0,0,37,40,0,48,46,0,0,57,0,0,0,39,52,0
15-18-01,0,0,37,0,0,48,45,0,0,58,0,0,0,35,53,0
15-18-11,0,0,0,40,0,0,41,0,0,59,0,0,0,36,54,0
15-18-21,0,0,38,41,0,47,46,0,0,59,0,0,0,35,53,0
15-18-31,0,0,37,39,0,48,47,0,0,59,0,0,0,36,52,0
15-18-41,0,0,0,0,0,49,43,0,0,59,0,0,0,35,53,0
15-18-51,0,0,37,0,0,49,45,0,0,59,0,0,0,0,52,0
15-19-01,0,0,0,40,0,50,0,0,0,59,0,0,0,34,53,0
15-19-11,0,33,38,0,0,50,43,0,0,59,0,0,0,35,53,0
15-19-21,0,0,38,33,0,49,47,0,0,59,0,0,0,37,52,0
15-19-31,0,0,39,40,0,50,45,0,0,59,0,0,0,37,0,0
15-19-41,0,0,37,39,0,49,41,0,33,58,0,0,0,35,53,0
15-19-51,0,0,37,40,0,45,46,0,0,58,0,0,0,35,52,0
15-20-01,0,0,37,38,0,47,46,0,0,59,0,0,0,36,50,0
15-20-11,0,0,38,41,0,48,48,0,0,58,0,0,0,0,53,0
15-20-21,0,0,33,40,0,50,46,0,0,53,0,0,0,0,52,0
15-20-31,0,0,39,41,0,50,45,0,33,58,0,0,0,35,53,0
15-20-41,0,0,39,39,0,51,46,0,0,60,0,0,0,36,53,0
15-20-51,0,0,0,42,0,50,44,0,0,59,0,0,0,37,53,0
15-21-01,0,33,0,41,0,49,46,0,0,60,0,0,0,34,53,0
15-21-11,0,33,33,41,0,49,45,0,0,58,0,0,0,37,50,0
15-21-21,0,0,37,0,0,48,47,0,0,58,0,0,0,35,53,0
15-21-31,0,0,36,43,0,48,45,0,0,59,0,0,0,35,53,0
15-21-41,0,0,35,40,0,48,47,0,0,58,0,0,0,0,53,0
15-21-51,0,0,0,0,0,48,46,0,0,59,0,0,0,35,53,0
15-22-01,0,0,33,35,0,0,45,0,0,59,0,0,0,37,53,0
15-22-11,0,0,34,41,0,47,47,0,0,60,0,0,0,34,53,0
15-22-21,0,0,35,42,0,47,47,0,0,60,0,0,0,35,53,0
15-22-31,0,0,35,43,0,46,47,0,0,58,0,0,0,34,53,0
15-22-41,0,0,35,42,0,43,42,0,0,59,0,0,0,35,53,0
15-22-51,0,0,35,41,0,45,45,0,0,60,0,0,0,33,53,0
15-23-01,0,0,36,41,0,47,46,0,0,59,0,0,0,35,52,0
15-23-11,0,0,35,43,0,47,43,0,0,59,0,0,0,33,52,0
15-23-21,0,0,36,45,0,47,46,0,0,60,0,0,0,0,53,0
15-23-31,0,0,37,38,0,47,43,0,0,59,0,0,0,0,51,0
15-23-41,0,0,35,41,0,42,47,0,0,59,0,0,0,33,53,0
15-23-51,0,0,34,41,0,45,47,0,0,61,0,0,0,33,52,0
15-24-01,0,0,0,41,0,47,47,0,0,60,0,0,0,37,52,0
15-24-11,0,0,34,40,0,0,44,0,0,59,0,0,0,35,53,0
15-24-21,0,33,37,42,0,47,47,0,0,58,0,0,0,0,52,0
15-24-31,0,0,0,44,0,46,43,0,0,61,0,0,0,0,53,0
15-24-41,0,0,37,0,0,48,47,0,0,60,0,0,0,33,53,0
15-24-51,0,0,37,42,0,46,47,0,33,58,0,0,0,0,54,0
15-25-01,0,0,0,42,0,0,46,0,0,57,0,0,0,33,53,0
15-25-11,0,0,37,40,0,49,49,0,0,58,0,0,0,33,54,0
15-25-21,0,0,36,41,0,49,47,0,0,60,0,0,0,0,53,0
15-25-31,0,0,39,0,0,41,46,0,33,59,0,0,0,0,53,0
15-25-41,0,0,38,43,0,43,48,0,0,59,0,0,0,33,52,0
15-25-51,0,0,37,42,0,48,45,0,0,59,0,0,0,0,51,0
15-26-01,0,33,0,0,0,47,47,0,0,59,0,0,0,33,53,0
15-26-11,0,0,37,39,0,0,47,0,0,59,0,0,0,0,51,0
15-26-21,0,0,0,43,0,46,47,0,0,60,0,0,0,37,51,0
15-26-31,0,33,42,40,0,48,37,0,0,59,0,0,0,33,52,0
15-26-41,0,0,37,43,0,48,47,0,0,58,0,0,0,35,51,0
15-26-51,0,0,36,43,0,46,0,0,0,60,0,0,0,37,54,0
15-27-01,0,0,0,43,0,48,46,0,0,60,0,0,0,0,52,0
15-27-11,0,0,37,43,0,48,47,0,0,59,0,0,0,0,52,0
15-27-21,0,0,0,43,0,46,48,0,0,60,0,0,0,33,53,0
15-27-31,0,0,0,0,0,43,48,0,0,60,0,0,0,0,52,0
15-27-41,0,0,39,42,0,48,47,0,0,58,0,0,0,0,53,0
15-27-51,0,0,37,42,0,48,47,0,0,59,0,0,0,0,53,0
15-28-01,0,0,0,42,0,48,47,0,0,58,0,0,0,0,53,0
15-28-11,0,0,38,42,0,47,47,0,0,61,0,0,0,33,52,0
15-28-21,0,0,38,43,0,47,44,0,0,59,0,0,0,0,53,0
15-28-31,0,0,36,42,0,48,47,0,0,58,0,0,0,0,53,0
15-28-41,0,0,35,43,0,47,47,0,0,59,0,0,0,33,53,0
15-28-51,0,0,35,0,0,48,48,0,0,59,0,0,0,33,54,0
15-29-01,0,33,37,42,0,48,46,0,0,60,0,0,0,33,53,0
15-29-11,0,0,38,44,0,48,47,0,0,59,0,0,0,0,53,0
15-29-21,0,0,0,43,0,45,47,0,0,58,0,0,0,0,51,0
15-29-31,0,0,37,42,0,43,47,0,0,61,0,0,0,0,50,0
15-29-41,0,0,37,43,0,47,47,0,0,60,0,0,0,0,51,0
15-29-51,0,0,37,43,0,47,47,0,0,59,0,0,0,33,53,0
15-30-01,0,33,37,43,0,47,45,0,0,59,0,0,0,0,53,0
15-30-11,0,33,38,42,0,43,47,0,0,59,0,0,0,0,52,0
15-30-21,0,33,37,43,0,46,45,0,0,60,0,0,0,0,53,0
15-30-31,0,0,36,44,0,0,47,0,0,59,0,0,0,33,52,0
15-30-41,0,0,36,39,0,48,45,0,0,57,0,0,0,0,53,0
15-30-51,0,33,37,0,0,48,43,0,0,59,0,0,0,33,52,0
15-31-01,0,0,37,42,0,47,47,0,0,60,0,0,0,0,53,0
15-31-11,0,0,37,43,0,43,47,0,0,59,0,0,0,0,54,0
15-31-21,0,33,35,43,0,47,47,0,33,59,0,0,0,33,51,0
15-31-31,0,0,36,41,0,47,44,0,0,57,0,0,0,0,53,0
15-31-41,0,0,38,43,0,47,47,0,0,59,0,0,0,36,53,0
15-31-51,0,33,37,43,0,48,48,0,0,59,0,0,0,34,53,0
15-32-01,0,0,37,42,0,48,47,0,0,60,0,0,0,0,47,0
15-32-11,0,0,37,43,0,48,47,0,0,60,0,0,0,0,52,0
15-32-21,0,0,36,39,0,48,0,0,0,58,0,0,0,34,54,0
15-32-31,0,0,0,0,0,48,49,0,0,60,0,0,0,0,53,0
15-32-41,0,0,37,41,0,48,49,0,0,60,0,0,0,35,54,0
15-32-51,0,0,37,39,0,46,50,0,0,60,0,0,0,0,54,0
15-33-01,0,0,36,0,0,48,49,0,0,62,0,0,0,34,54,0
15-33-11,0,0,0,43,0,45,50,0,0,59,0,0,0,33,52,0
15-33-21,0,0,0,42,0,48,49,0,0,61,0,0,0,34,53,0
15-33-31,0,33,35,42,0,47,49,0,0,58,0,0,0,34,49,0
15-33-41,0,0,36,0,0,48,48,0,0,60,0,0,0,0,53,0
15-33-51,0,33,36,43,0,47,48,0,0,0,0,0,0,33,53,0
15-34-01,0,0,36,38,0,37,49,0,0,56,0,0,0,0,52,0
15-34-11,0,0,36,41,0,46,49,0,0,59,0,0,0,0,54,0
15-34-21,0,0,35,42,0,0,49,0,0,59,0,0,0,34,52,0
15-34-31,0,33,0,42,0,47,49,0,0,57,0,0,0,0,51,0
15-34-41,0,0,0,42,0,0,49,0,0,60,0,0,0,0,53,0
15-34-51,0,0,0,42,0,46,49,0,0,59,0,0,0,33,54,0
15-35-01,0,0,0,40,0,48,49,0,0,60,0,0,0,33,52,0
15-35-11,0,0,36,0,0,47,49,0,33,59,0,0,0,0,53,0
15-35-21,0,0,0,42,0,46,49,0,0,59,0,0,0,0,52,0
15-35-31,0,0,0,42,0,46,47,0,0,58,0,0,0,33,53,0
15-35-41,0,0,35,42,0,47,49,0,0,59,0,0,0,33,54,0
15-35-51,0,0,36,42,0,46,49,0,0,59,0,0,0,33,53,0
15-36-01,0,0,36,42,0,0,46,0,0,60,0,0,0,33,54,0
15-36-11,0,0,0,42,0,47,46,0,0,59,0,0,0,34,53,0
15-36-21,0,0,0,0,0,47,48,0,0,57,0,0,0,33,52,0
15-36-31,0,0,34,43,0,46,47,0,0,0,0,0,0,33,52,0
15-36-41,0,0,0,42,0,46,48,0,0,59,0,0,0,0,53,0
15-36-51,0,0,36,40,0,47,49,0,0,60,0,0,0,33,53,0
15-37-01,0,0,35,43,0,47,49,0,0,60,0,0,0,0,53,0
15-37-11,0,0,0,42,0,47,49,0,0,60,0,0,0,35,54,0
15-37-21,0,0,35,42,0,49,49,0,33,59,0,0,0,33,53,0
15-37-31,0,0,36,42,0,47,49,0,0,60,0,0,0,0,52,0
15-37-41,0,0,36,42,0,45,48,0,0,60,0,0,0,33,53,0
15-37-51,0,0,35,42,0,47,49,0,0,58,0,0,0,34,52,0
15-38-01,0,0,33,41,0,47,48,0,0,59,0,0,0,33,53,0
15-38-11,0,0,35,41,0,47,47,0,33,59,0,0,0,34,53,0
15-38-21,0,0,36,42,0,47,48,0,0,59,0,0,0,33,54,0
15-38-31,0,0,35,0,0,41,0,0,33,59,0,0,0,33,53,0
15-38-41,0,33,35,42,0,47,45,0,0,59,0,0,0,33,52,0
15-38-51,0,0,0,40,0,45,49,0,0,0,0,0,0,0,52,0
15-39-01,0,0,0,41,0,0,49,0,0,60,0,0,0,33,53,0
15-39-11,0,0,0,41,0,46,48,0,0,59,0,0,0,33,54,0
15-39-21,0,0,36,0,0,47,49,0,33,59,0,0,0,35,54,0
15-39-31,0,0,36,0,0,47,49,0,0,59,0,0,0,36,53,0
15-39-41,0,0,34,42,0,47,44,0,0,60,0,0,0,34,54,0
15-39-51,0,0,35,42,0,47,49,0,0,59,0,0,0,33,52,0
15-40-01,0,0,33,42,0,48,47,0,0,59,0,0,0,33,54,0
15-40-11,0,0,35,0,0,45,49,0,0,59,0,0,0,35,53,0
15-40-21,0,0,36,42,0,45,48,0,0,59,0,0,0,0,53,0
15-40-31,0,0,0,42,0,47,48,0,0,60,0,0,0,35,52,0
15-40-41,0,0,36,44,0,49,46,0,33,58,0,0,0,0,53,0
15-40-51,0,0,0,41,0,44,46,0,0,61,0,0,0,0,53,0
15-41-01,0,0,0,41,0,51,47,0,0,54,0,0,0,0,53,0
15-41-11,0,0,0,43,0,49,48,0,0,57,0,0,0,34,53,0
15-41-21,0,33,39,37,0,49,47,0,33,59,0,0,0,33,52,0
15-41-31,0,0,37,40,0,49,43,0,0,60,0,0,0,33,53,0
15-41-41,0,0,37,41,0,48,46,0,0,59,0,0,0,0,53,0
15-41-51,0,0,37,43,0,47,46,0,0,59,0,0,0,33,53,0
15-42-01,0,0,39,42,0,0,38,0,0,58,0,0,0,0,53,0
15-42-11,0,0,38,41,0,53,48,0,0,59,0,0,0,0,52,0
15-42-21,0,0,0,41,0,49,48,0,0,59,0,0,0,33,53,0
15-42-31,0,33,33,0,0,50,40,0,0,59,0,0,0,35,53,0
15-42-41,0,0,0,0,0,49,46,0,0,58,0,0,0,35,53,0
15-42-51,0,0,40,40,0,50,41,0,0,59,0,0,0,37,54,0
15-43-01,0,33,0,0,0,50,45,0,0,60,0,0,0,35,51,0
15-43-11,0,33,39,41,0,50,45,0,0,60,0,0,0,33,51,0
15-43-21,0,0,39,43,0,51,44,0,0,59,0,0,0,0,52,0
15-43-31,0,0,0,40,0,50,42,0,0,58,0,0,0,36,52,0
15-43-41,0,0,39,41,0,50,47,0,0,60,0,0,0,34,53,0
15-43-51,0,0,39,41,0,49,46,0,0,59,0,0,0,33,54,0
15-44-01,0,0,37,40,0,48,46,0,0,60,0,0,0,33,53,0
15-44-11,0,0,0,42,0,50,46,0,0,60,0,0,0,33,53,0
15-44-21,0,0,39,42,0,50,44,0,0,60,0,0,0,35,53,0
15-44-31,0,0,38,45,0,50,0,0,33,59,0,0,0,0,52,0
15-44-41,0,0,0,42,0,50,47,0,0,59,0,0,0,33,54,0
15-44-51,0,0,38,0,0,50,46,0,0,59,0,0,0,34,53,0
15-45-01,0,0,0,41,0,50,47,0,0,58,0,0,0,33,53,0
15-45-11,0,0,39,41,0,50,0,0,0,59,0,0,0,33,52,0
15-45-21,0,33,0,41,0,50,47,0,0,58,0,0,0,0,52,0
15-45-31,0,0,0,41,0,50,45,0,0,60,0,0,0,33,54,0
15-45-41,0,0,0,41,0,47,47,0,0,59,0,0,0,33,52,0
15-45-51,0,0,38,41,0,50,47,0,0,58,0,0,0,0,53,0
15-46-01,0,0,39,0,0,49,41,0,0,59,0,0,0,0,53,0
15-46-11,0,33,38,41,0,50,48,0,0,60,0,0,0,33,53,0
15-46-21,0,0,37,42,0,50,46,0,0,60,0,0,0,0,50,0
15-46-31,0,0,38,41,0,50,46,0,0,60,0,0,0,0,55,0
15-46-41,0,0,38,41,0,50,0,0,0,59,0,0,0,33,53,0
15-46-51,0,0,39,42,0,48,46,0,0,58,0,0,0,33,52,0
15-47-01,0,0,39,41,0,48,46,0,0,59,0,0,0,0,53,0
15-47-11,0,0,38,41,0,51,46,0,0,59,0,0,0,33,53,0
15-47-21,0,0,39,41,0,45,46,0,0,58,0,0,0,33,53,0
15-47-31,0,33,0,41,0,46,46,0,0,58,0,0,0,0,53,0
15-47-41,0,0,38,38,0,50,46,0,0,59,0,0,0,0,53,0
15-47-51,0,0,38,41,0,50,47,0,0,59,0,0,0,0,53,0
15-48-01,0,0,0,41,0,50,46,0,0,61,0,0,0,0,54,0
15-48-11,0,0,37,41,0,49,46,0,0,61,0,0,0,33,53,0
15-48-21,0,0,33,41,0,44,44,0,0,60,0,0,0,33,53,0
15-48-31,0,0,0,0,0,46,38,0,0,59,0,0,0,35,53,0
15-48-41,0,0,0,41,0,45,45,0,0,59,0,0,0,33,53,0
15-48-51,0,0,39,41,0,0,46,0,0,59,0,0,0,0,53,0
15-49-01,0,0,39,41,0,47,46,0,0,60,0,0,0,33,53,0
15-49-11,0,0,38,0,0,48,0,0,0,59,0,0,0,0,52,0
15-49-21,0,0,35,41,0,50,46,0,0,59,0,0,0,0,52,0
15-49-31,0,0,39,40,0,48,46,0,0,59,0,0,0,0,52,0
15-49-41,0,0,37,41,0,0,41,0,0,59,0,0,0,0,53,0
15-49-51,0,33,38,41,0,48,47,0,0,58,0,0,0,33,52,0
15-50-01,0,33,39,40,0,50,46,0,0,60,0,0,0,0,51,0
15-50-11,0,0,38,39,0,49,47,0,0,59,0,0,0,33,53,0
15-50-21,0,0,38,42,0,50,45,0,0,61,0,0,0,33,53,0
15-50-31,0,0,39,41,0,50,46,0,0,59,0,0,0,33,53,0
15-50-41,0,0,38,0,0,53,46,0,0,58,0,0,0,0,53,0
15-50-51,0,0,37,40,0,49,46,0,0,57,0,0,0,0,53,0
15-51-01,0,33,37,41,0,50,48,0,0,60,0,0,0,33,52,0
15-51-11,0,0,39,40,0,43,46,0,0,58,0,0,0,33,53,0
15-51-21,0,0,38,41,0,50,45,0,0,59,0,0,0,0,53,0
15-51-31,0,0,37,43,0,50,46,0,0,59,0,0,0,0,53,0
15-51-41,0,0,33,41,0,50,46,0,0,60,0,0,0,34,54,0
15-51-51,0,0,41,41,0,49,43,0,0,57,0,0,0,33,53,0
15-52-01,0,33,38,0,0,50,46,0,0,60,0,0,0,33,51,0
15-52-11,0,0,36,0,0,51,43,0,0,59,0,0,0,0,53,0
15-52-21,0,33,0,41,0,48,47,0,33,60,0,0,0,33,53,0
15-52-31,0,33,0,0,0,50,47,0,0,61,0,0,0,33,53,0
15-52-41,0,0,39,0,0,49,47,0,0,59,0,0,0,33,53,0
15-52-51,0,0,0,41,0,45,48,0,0,60,0,0,0,0,49,0
15-53-01,0,0,38,42,0,50,46,0,0,59,0,0,0,33,52,0
15-53-11,0,0,39,41,0,48,40,0,0,59,0,0,0,33,53,0
