date,Uriah,Veylan,Neve,Elliot,Riella,Dash,Dario,Eleanor,Bodhi,Mary,Erin,Taj,Silas,Beatrice,Willa
11-24-21,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0
11-24-31,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11-24-41,0,0,0,41,0,32,31,0,0,0,0,0,0,0,0,0
11-24-51,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0
11-25-01,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0
11-25-11,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0
11-25-21,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0
11-25-31,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0
11-25-41,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0
11-25-51,0,0,0,31,0,51,0,0,0,0,0,0,0,0,0,0
11-26-01,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0
11-27-11,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0
11-27-21,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0
11-28-21,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0
11-28-31,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0
11-29-21,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0
11-29-41,33,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0
11-30-01,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0
11-30-31,36,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0
11-30-41,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11-30-51,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11-31-01,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11-31-11,35,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0
11-31-31,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0
11-32-21,0,0,0,32,0,31,0,0,0,0,0,0,0,0,0,0
11-32-41,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0
11-33-01,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0
11-33-11,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0
11-33-21,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0
11-33-31,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0
11-34-11,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11-34-21,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11-34-31,0,0,0,0,0,33,0,0,32,0,0,0,0,0,0,0
11-34-41,0,0,0,33,0,0,31,0,0,0,0,0,0,31,0,0
11-34-51,0,0,0,31,0,0,0,0,0,32,0,0,0,0,0,0
11-35-01,0,0,0,32,0,0,33,0,0,0,0,0,0,0,0,0
11-35-11,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0
11-35-21,33,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0
11-35-31,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0
11-35-41,34,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0
11-35-51,31,0,0,37,0,0,35,0,0,0,0,0,0,0,0,0
11-36-01,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11-36-11,35,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0
11-36-21,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0
11-36-31,0,0,0,36,0,0,32,0,0,0,0,0,0,0,0,0
11-36-41,0,0,0,33,0,0,32,0,0,0,0,0,0,0,0,0
11-36-51,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0
11-37-01,34,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0
11-37-11,0,0,0,37,0,0,0,0,0,32,0,0,0,0,0,0
11-37-21,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0
11-37-31,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0
11-37-41,31,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0
11-37-51,37,0,0,42,0,32,0,0,0,0,0,0,0,0,0,0
11-38-01,37,0,0,43,0,32,0,0,0,0,0,0,0,0,0,0
11-38-11,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0
11-38-21,35,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0
11-38-31,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11-38-41,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0
11-39-11,32,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0
11-39-31,36,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0
11-39-41,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0
11-39-51,31,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0
11-40-01,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0
11-40-11,0,0,0,38,0,0,0,0,0,0,0,0,0,33,0,0
11-40-21,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0
11-40-31,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0
11-40-41,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0
11-40-51,0,0,0,33,0,0,0,0,0,0,0,0,0,32,0,0
11-41-01,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0
11-41-11,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0
11-41-21,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0
11-41-31,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0
11-41-41,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0
11-41-51,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0
11-42-01,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0
11-42-11,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0
11-42-21,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0
11-42-31,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0
11-42-41,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0
11-43-01,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0
11-43-11,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0
11-43-21,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0
11-43-31,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0
11-43-41,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0
11-43-51,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0
11-44-01,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11-44-11,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0
11-44-51,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0
11-45-01,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11-45-21,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0
11-45-31,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0
11-45-41,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0
11-46-01,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0
11-46-21,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0
11-46-31,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0
11-46-41,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0
11-46-51,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0
11-47-21,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0
11-47-31,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11-47-41,0,31,0,41,0,0,0,0,0,0,0,0,0,0,0,0
11-47-51,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0
11-48-01,0,0,0,0,0,0,0,0,0,32,0,0,0,32,33,0
11-48-11,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11-48-21,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11-48-31,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0
11-48-41,0,0,0,0,0,0,0,0,0,0,0,0,0,31,31,0
11-49-01,32,41,0,0,0,34,0,0,0,0,0,0,0,0,0,0
11-49-11,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11-49-21,0,0,0,49,0,31,0,0,0,0,0,0,0,0,0,0
11-49-31,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0
11-49-41,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0
11-49-51,40,0,0,38,0,0,0,0,0,37,0,0,0,0,0,0
11-50-01,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0
11-50-11,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0
11-50-21,0,0,0,37,0,0,0,0,0,0,0,0,0,31,0,0
11-50-31,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0
11-50-41,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0
11-50-51,0,0,0,0,0,0,0,34,0,0,0,0,0,31,0,0
11-51-01,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0
11-51-21,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0
11-51-31,31,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0
11-51-41,33,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0
11-51-51,0,0,0,31,0,0,0,37,32,0,0,0,0,0,0,0
11-52-01,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11-52-11,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0
11-52-21,0,0,0,41,0,0,0,31,0,0,0,0,0,0,0,0
11-52-31,0,0,0,0,0,0,0,0,0,31,0,0,0,0,31,0
11-52-41,0,0,0,32,0,0,0,0,0,31,0,0,0,0,0,0
11-52-51,0,0,0,31,0,0,0,49,0,0,0,0,0,0,0,0
11-53-01,38,0,0,31,0,34,0,0,0,0,0,0,0,0,0,0
11-53-11,0,0,0,43,0,0,0,0,0,0,0,31,0,0,0,0
11-53-21,0,0,0,33,0,0,33,0,0,0,0,0,0,0,0,0
11-53-31,0,0,0,39,0,32,0,0,0,0,0,0,0,0,0,0
11-53-41,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0
11-53-51,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0
11-54-01,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0
11-54-11,0,0,0,32,0,40,0,0,0,0,0,0,0,0,0,0
11-54-21,38,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0
11-54-31,40,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0
11-54-41,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0
11-54-51,0,0,0,35,0,31,0,0,0,0,0,0,0,0,0,0
11-55-01,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0
11-55-11,31,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0
11-55-21,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11-55-31,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11-55-41,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11-55-51,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0
11-56-11,31,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0
11-56-21,0,0,0,36,0,0,0,0,0,0,0,0,40,0,0,0
11-56-31,31,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0
11-56-41,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0
11-57-01,36,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0
11-57-11,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11-57-21,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11-57-31,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0
11-57-41,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0
11-57-51,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0
11-58-11,0,0,0,33,0,0,0,0,0,0,0,0,0,31,0,0
11-58-21,0,32,0,44,0,0,0,0,0,0,0,0,0,0,0,0
11-58-31,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11-58-41,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0
11-58-51,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0
11-59-01,0,0,0,32,0,0,0,0,0,0,0,0,0,32,0,0
11-59-11,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0
11-59-31,0,0,0,52,0,31,0,0,0,0,0,0,0,0,0,0
11-59-41,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0
11-59-51,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0
12-00-01,0,0,0,52,0,31,0,0,0,0,0,0,0,0,0,0
12-00-11,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0
12-00-21,0,0,0,52,0,0,0,0,0,33,0,0,0,0,0,0
12-00-31,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0
12-00-41,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0
12-00-51,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0
12-01-01,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0
12-01-11,0,0,0,54,0,0,0,0,0,0,0,0,0,0,31,0
12-01-21,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0
12-01-31,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0
12-01-41,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0
12-01-51,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0
12-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,31
12-02-11,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0
12-02-21,0,0,0,0,0,0,43,0,0,0,0,0,0,33,0,0
12-02-31,42,0,0,32,0,0,36,0,0,0,0,0,0,0,0,0
12-02-41,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0
12-02-51,31,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0
12-03-01,0,0,0,36,0,0,38,0,0,0,0,0,0,0,0,0
12-03-11,0,0,0,38,0,0,39,0,0,35,0,0,0,0,0,0
12-03-21,0,31,0,34,0,0,0,0,0,0,0,0,0,0,0,0
12-03-31,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0
12-03-41,0,31,0,32,0,0,0,0,0,0,0,0,0,0,0,0
12-03-51,35,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0
12-04-01,31,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0
12-04-11,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0
12-04-21,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0
12-04-31,31,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0
12-04-41,0,0,0,32,0,0,34,0,0,0,0,0,0,0,0,0
12-04-51,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12-05-01,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12-05-41,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0
12-05-51,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12-06-01,41,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0
12-06-11,47,0,0,46,0,0,38,0,0,0,0,0,0,0,0,0
12-06-21,41,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0
12-06-31,34,0,0,0,0,0,32,0,0,48,0,0,0,0,0,0
12-06-41,31,0,0,34,0,0,38,0,0,0,0,0,0,0,0,0
12-06-51,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0
12-07-01,0,0,0,31,0,0,33,0,0,0,0,0,0,0,0,0
12-07-11,37,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0
12-07-21,31,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0
12-07-31,39,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0
12-07-41,38,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0
12-07-51,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0
12-08-01,44,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0
12-08-11,31,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0
12-08-21,31,0,0,35,0,32,0,0,0,0,0,0,0,0,0,0
12-08-31,0,0,0,35,0,31,0,0,0,0,0,0,0,0,0,0
12-08-41,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12-08-51,33,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0
12-09-01,31,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0
12-09-11,0,0,0,37,0,31,0,0,0,0,0,0,0,0,0,0
12-09-21,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0
12-09-31,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12-09-51,0,0,0,39,0,31,0,0,0,0,0,0,0,0,0,0
12-10-01,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0
12-10-11,0,0,0,42,0,0,0,0,0,34,0,0,0,0,0,0
12-10-21,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0
12-10-31,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0
12-10-41,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0
12-10-51,31,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0
12-11-01,31,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0
12-11-11,31,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0
12-11-21,31,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0
12-11-31,0,0,0,41,0,43,0,0,0,0,0,0,0,0,0,0
12-11-41,0,0,0,42,0,0,0,0,0,31,0,0,0,0,0,0
12-11-51,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0
12-12-01,31,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0
12-12-11,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0
12-12-21,32,0,0,45,0,0,0,0,0,31,0,0,0,0,0,0
12-12-31,0,0,0,36,0,0,0,0,0,34,0,0,0,0,0,0
12-12-41,35,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0
12-12-51,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0
12-13-01,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0
12-13-11,0,0,0,45,0,0,0,0,0,31,0,0,0,0,0,0
12-13-21,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0
12-13-31,0,0,0,33,0,0,0,0,0,31,0,0,0,0,0,0
12-13-41,31,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0
12-13-51,33,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0
12-14-01,32,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0
12-14-11,0,0,0,34,0,0,0,0,0,33,0,0,0,0,0,0
12-14-21,40,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0
12-14-31,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12-14-41,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0
12-14-51,40,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0
12-15-01,35,0,0,31,0,0,0,0,0,38,0,0,0,0,31,0
12-15-11,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0
12-15-21,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0
12-15-31,0,0,0,42,0,0,0,0,0,33,0,0,0,0,0,0
12-15-41,44,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0
12-15-51,31,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0
12-16-01,36,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0
12-16-11,0,0,0,32,0,0,31,0,0,0,0,0,0,0,0,0
12-16-21,38,0,0,33,0,0,35,0,0,48,0,0,0,0,0,0
12-16-31,36,0,0,45,0,0,0,0,0,33,0,0,0,0,0,0
12-16-41,35,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0
12-16-51,35,0,0,33,0,0,31,0,0,31,0,0,0,0,0,0
12-17-01,36,0,0,47,0,0,0,0,0,34,0,0,0,0,0,0
12-17-11,36,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0
12-17-21,32,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0
12-17-31,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0
12-17-51,0,0,0,35,0,0,0,0,0,0,0,0,0,0,31,0
12-18-01,0,0,0,31,0,0,42,0,0,0,0,0,0,0,0,0
12-18-11,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0
12-18-21,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0
12-18-31,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0
12-18-41,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0
12-18-51,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0
12-19-01,0,0,0,36,0,0,33,0,0,0,0,0,0,0,0,0
12-19-11,0,0,0,41,0,0,39,0,0,0,0,0,0,0,0,0
12-19-21,35,0,0,31,0,0,0,0,0,32,0,0,0,0,0,0
12-19-31,35,0,0,38,0,0,0,0,0,33,0,0,0,0,0,0
12-19-41,33,0,0,33,0,0,0,0,0,31,0,0,0,0,0,0
12-19-51,34,0,0,34,0,0,0,0,0,33,0,0,0,0,0,0
12-20-01,32,0,0,33,0,0,0,0,0,31,0,0,0,0,0,0
12-20-11,37,0,0,33,0,0,31,0,0,31,0,0,0,0,0,0
12-20-21,0,0,0,31,0,0,37,0,0,33,0,0,0,0,0,0
12-20-31,39,0,0,31,0,0,31,0,0,0,0,0,0,0,0,0
12-20-51,38,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0
12-21-01,0,0,0,31,0,0,0,0,0,31,0,0,0,0,0,0
12-21-11,33,0,0,37,0,0,0,0,0,33,0,0,0,0,0,0
12-21-21,0,0,0,33,0,0,0,0,0,31,0,0,0,0,0,0
12-21-31,0,0,0,31,0,0,0,0,0,32,0,0,0,0,0,0
12-21-41,38,0,0,33,0,0,0,0,0,40,0,0,0,0,0,0
12-21-51,0,0,0,0,0,0,41,0,0,33,0,0,0,0,0,0
12-22-01,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0
12-22-11,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0
12-22-21,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12-22-31,31,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0
12-22-41,34,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0
12-22-51,35,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0
12-23-01,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0
12-23-11,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0
12-23-21,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0
12-23-31,35,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0
12-23-41,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0
12-23-51,37,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0
12-24-01,31,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0
12-24-11,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0
12-24-21,42,0,0,42,0,0,0,0,0,37,0,0,0,0,0,0
12-24-31,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12-24-41,37,0,0,43,0,0,0,0,0,37,0,0,0,0,0,0
12-24-51,38,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0
12-25-01,0,0,0,31,0,0,0,0,0,37,0,0,0,0,31,0
12-25-11,31,0,0,34,0,0,0,0,0,33,0,0,0,0,0,0
12-25-21,35,0,0,31,0,0,0,0,0,44,0,0,0,0,0,0
12-25-31,40,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0
12-25-41,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0
12-25-51,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0
12-26-01,35,0,0,36,0,0,31,0,0,0,0,0,0,0,0,0
12-26-11,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0
12-26-21,31,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0
12-26-31,35,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0
12-26-41,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0
12-26-51,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0
12-27-11,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0
12-27-21,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0
12-27-31,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0
12-27-41,0,0,0,33,0,0,0,0,0,0,0,0,0,0,33,0
12-27-51,33,0,0,32,0,0,0,0,0,0,0,0,0,0,31,0
12-28-01,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0
12-28-11,41,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0
12-28-21,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12-28-31,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0
12-28-51,0,0,0,31,0,0,0,0,0,32,0,0,0,0,0,0
12-29-01,35,0,0,37,0,0,0,0,0,31,0,0,0,0,0,0
12-29-11,38,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0
12-29-21,37,0,0,31,0,0,0,0,0,45,0,0,0,0,33,0
12-29-31,33,0,0,42,0,0,0,0,0,46,0,0,0,0,31,0
12-29-41,0,0,0,32,0,0,0,0,0,0,0,0,0,0,31,0
12-29-51,0,0,0,0,0,0,0,0,0,38,0,0,0,0,38,0
12-30-11,0,0,0,37,0,0,0,0,0,31,0,0,0,0,37,0
12-30-21,36,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0
12-30-31,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12-30-41,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0
12-30-51,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12-31-01,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12-31-41,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0
12-31-51,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12-32-11,0,0,0,31,0,0,0,0,0,0,0,0,0,31,0,0
12-32-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0
12-32-31,0,0,0,34,0,0,0,0,0,0,0,0,0,0,42,0
12-32-41,0,0,0,32,0,0,0,0,0,0,0,0,0,0,31,0
12-32-51,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0
12-33-01,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0
12-33-11,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0
12-33-21,0,31,0,43,0,31,0,0,0,0,0,0,0,0,0,0
12-33-31,0,0,0,0,0,0,31,0,0,0,0,0,0,33,0,0
12-33-41,0,48,0,0,0,0,37,0,0,0,0,0,0,0,0,0
12-33-51,31,38,0,0,0,0,34,0,0,0,0,0,0,31,0,0
12-34-01,0,0,0,31,0,0,0,0,0,0,0,0,0,46,0,0
12-34-11,0,0,0,35,0,0,0,0,0,0,0,0,0,51,0,0
12-34-21,0,0,0,45,0,0,0,0,0,0,0,0,0,50,0,0
12-34-31,0,0,0,42,0,0,0,0,0,0,0,0,0,37,0,0
12-34-41,0,0,0,31,0,0,0,0,0,0,0,0,0,32,0,0
12-34-51,0,0,0,37,0,0,0,0,0,0,0,0,0,37,0,0
12-35-01,0,0,0,33,0,0,0,0,0,0,0,0,0,31,0,0
12-35-11,0,0,0,32,0,0,31,0,0,0,0,0,0,0,0,0
