date,Uriah,Veylan,Sofi,Neve,Elliot,Riella,Dario,Eleanor,Bodhi,Mary,Erin
09-10-35,54,58,60,0,54,59,0,0,0,0,0
09-11-05,72,75,78,0,80,81,0,83,66,0,0
09-12-05,0,74,78,0,80,80,0,83,77,45,0
09-13-05,0,43,44,0,49,47,0,46,0,49,0
09-14-05,0,39,46,0,31,51,0,43,0,51,0
09-15-05,0,38,48,0,57,50,0,47,0,51,0
09-16-05,0,36,47,0,56,61,0,58,0,52,0
09-17-05,0,38,49,0,56,61,0,59,0,54,0
09-18-05,0,39,49,0,59,63,0,59,0,55,0
09-19-05,0,37,50,0,59,63,0,56,0,53,0
09-20-05,0,38,48,0,61,63,0,55,0,54,0
09-21-05,0,37,52,0,61,64,0,32,0,53,0
09-22-05,0,36,49,0,59,63,0,0,0,54,0
09-23-05,0,37,50,0,59,63,0,0,0,53,0
09-24-05,0,38,47,0,64,61,0,0,0,53,0
09-25-05,0,36,45,0,64,61,0,0,0,51,0
09-26-05,0,38,48,0,64,60,0,0,0,53,0
09-27-05,0,39,51,0,64,60,0,0,0,51,0
09-28-05,0,37,50,0,65,60,0,0,0,51,0
09-29-05,0,37,51,0,65,61,0,0,0,50,0
09-30-05,0,34,50,0,65,60,0,0,0,50,0
09-31-05,0,37,42,0,41,37,0,0,0,45,0
09-32-05,0,35,37,0,31,33,0,0,0,34,0
09-33-05,0,36,38,0,31,34,0,0,0,38,0
09-34-05,0,38,41,0,30,41,0,0,0,35,0
09-35-05,0,30,37,0,0,37,0,0,0,32,0
09-36-05,0,0,33,0,0,0,0,0,0,0,0
09-37-05,0,30,32,0,30,33,0,0,0,33,0
09-38-05,0,38,38,0,0,38,0,0,0,32,0
09-39-05,0,33,36,0,31,39,0,0,0,34,0
09-41-55,0,0,32,0,31,34,0,0,0,0,0
09-42-05,0,30,33,0,0,32,0,0,0,34,0
09-43-05,0,31,34,0,0,38,0,0,0,34,0
09-44-05,0,0,32,0,0,30,0,0,0,31,0
09-45-05,0,34,34,0,0,33,0,0,0,0,0
09-46-05,0,32,33,0,0,0,0,0,0,37,0
09-47-05,0,0,30,0,32,0,0,0,0,31,0
09-48-05,0,31,33,0,0,0,0,0,0,32,0
09-49-15,0,0,0,0,0,0,0,0,0,30,0
09-50-05,0,30,34,0,0,0,0,0,0,33,0
