date,Uriah,Veylan,Sofi,Neve,Elliot,Riella,Dash,Dario,Eleanor,Mary,Erin
09-00-05,51,59,54,55,37,79,54,40,72,0,0
09-01-05,50,60,54,55,38,79,54,39,71,0,0
09-02-05,51,60,53,55,37,79,54,40,71,0,0
09-03-05,51,59,53,55,33,79,54,40,71,0,0
09-04-05,51,60,53,56,36,79,53,39,72,0,0
09-05-05,50,59,52,56,38,79,54,39,71,0,0
09-06-05,51,60,53,57,38,79,54,39,71,0,0
09-07-05,50,60,53,55,38,79,54,39,71,0,0
09-08-05,51,60,53,55,37,79,54,40,71,0,0
09-09-05,51,59,52,56,38,79,54,39,71,0,0
09-10-05,51,60,53,56,38,79,55,39,71,0,0
09-11-05,51,60,52,55,39,79,54,39,72,0,0
09-12-05,51,59,53,56,37,79,54,40,71,0,0
09-13-05,51,60,52,56,38,79,55,40,71,0,0
09-14-05,51,60,53,56,38,79,54,39,71,0,0
09-15-05,51,60,53,56,38,79,54,39,71,0,0
09-16-05,50,59,53,56,38,79,54,40,71,0,0
09-17-05,51,60,54,55,38,79,54,40,71,0,0
09-18-05,51,60,52,55,38,79,54,39,72,0,0
09-19-05,50,60,54,56,38,79,54,40,72,0,0
09-20-05,51,60,54,55,36,79,54,41,71,0,0
09-21-05,52,62,55,57,42,79,47,36,72,0,0
09-22-05,51,60,53,55,42,79,52,41,72,0,32
09-23-05,51,62,51,53,40,79,48,42,72,0,32
09-24-05,51,61,51,55,40,79,38,41,72,0,0
09-25-05,51,63,52,55,38,79,0,38,71,0,0
09-26-05,51,62,55,56,38,79,0,39,71,0,0
09-27-05,52,63,55,53,43,80,0,40,34,0,32
09-28-05,53,64,56,56,40,79,0,41,34,0,32
09-29-05,50,60,57,56,38,79,0,36,0,0,35
09-30-05,50,60,52,56,34,79,0,41,0,0,32
09-31-05,50,60,56,56,35,79,0,40,0,0,39
09-32-05,50,59,56,54,47,79,0,32,0,0,32
09-33-05,51,60,54,56,36,79,0,35,0,0,0
09-34-05,50,60,55,55,0,79,0,0,0,0,0
09-35-05,51,59,53,53,0,79,0,0,0,0,0
09-36-05,51,60,50,39,0,79,0,0,0,0,0
09-37-05,51,60,52,55,33,79,0,0,0,0,0
09-38-05,51,60,49,0,32,79,0,0,0,0,33
09-39-05,51,59,50,0,32,79,0,0,0,0,32
09-40-05,51,60,53,0,33,79,0,0,0,0,34
09-41-05,0,55,47,37,32,63,34,0,32,0,0
09-42-05,0,42,43,0,0,53,0,0,0,0,0
09-43-05,0,32,47,0,34,50,35,0,34,0,33
09-44-05,0,32,42,0,33,39,34,33,34,0,33
09-45-05,0,33,34,0,0,44,0,0,33,0,0
09-46-05,0,0,40,32,37,45,0,39,33,0,32
09-47-05,0,0,37,32,32,41,0,0,35,0,33
09-48-05,0,32,43,0,35,34,0,32,0,0,32
09-49-05,0,48,45,0,0,35,0,33,32,0,35
09-50-05,0,32,32,0,0,39,0,0,32,0,38
09-51-05,34,36,33,33,33,34,0,0,37,0,0
09-52-05,0,32,0,0,32,0,0,0,0,0,34
09-53-05,0,38,40,35,32,34,0,34,35,0,0
09-54-05,0,40,33,33,41,37,0,0,43,0,0
09-55-05,0,0,34,40,0,0,0,0,0,0,33
09-56-05,0,35,38,32,33,38,0,0,0,0,0
09-57-05,0,0,0,0,38,0,37,0,0,0,40
09-58-05,0,32,39,0,0,36,0,32,34,0,55
09-59-05,0,0,34,0,0,35,32,0,0,0,43
10-00-05,0,34,38,32,33,33,0,0,35,0,0
10-01-05,0,33,44,34,35,37,34,0,33,0,0
10-02-05,0,0,46,0,39,38,54,0,32,0,37
10-03-05,0,0,36,0,43,33,0,0,34,0,33
10-04-05,0,32,36,33,35,37,32,0,34,0,39
10-05-05,0,0,39,0,44,39,0,39,35,0,0
10-06-05,0,0,33,33,36,40,0,35,38,0,0
10-07-05,0,0,34,32,34,40,0,0,36,0,0
10-08-05,0,0,34,33,32,36,0,0,0,0,0
10-09-05,0,0,0,0,0,35,0,0,0,0,34
10-10-05,0,0,32,0,33,35,0,0,36,0,32
10-11-05,0,0,35,0,33,47,32,32,37,0,35
10-12-05,0,34,0,0,0,0,37,0,32,0,33
10-13-05,0,37,0,0,32,0,39,0,0,0,0
10-14-05,0,33,0,0,0,0,34,0,32,0,0
10-15-05,0,33,0,0,0,0,40,0,32,0,0
10-16-05,0,33,0,0,0,0,38,0,32,0,33
10-17-05,0,36,0,0,0,0,33,0,0,0,0
10-18-05,0,38,35,0,0,0,34,0,32,0,0
10-19-05,0,34,36,0,0,0,0,0,0,0,0
10-20-05,0,36,39,0,0,0,0,0,0,0,32
10-21-05,0,41,34,0,0,0,0,0,0,0,0
10-22-05,0,43,39,33,0,0,0,0,0,0,0
10-23-05,0,47,39,34,0,0,0,0,0,0,0
10-24-05,0,46,0,0,0,0,0,0,0,0,34
10-25-05,32,0,34,0,34,36,0,0,0,0,37
10-26-05,0,38,37,0,0,0,0,0,0,0,32
10-27-05,40,32,37,0,0,33,0,35,40,0,32
10-28-05,0,0,38,0,34,34,0,32,0,0,0
10-29-05,0,0,32,32,41,43,34,32,0,0,0
10-30-05,0,32,41,0,38,37,34,0,32,0,36
10-31-05,0,40,37,0,0,38,0,0,0,0,33
10-32-05,0,46,39,39,0,35,35,33,34,0,36
10-33-05,0,46,36,0,36,34,39,0,38,0,33
10-34-05,0,42,41,32,45,33,52,0,32,0,33
10-35-05,0,65,32,0,33,32,61,0,0,0,33
10-36-05,0,40,0,45,39,32,45,0,43,0,32
10-37-05,0,41,36,0,33,45,40,0,33,0,34
10-38-05,0,0,0,0,0,0,40,0,0,0,0
10-39-05,0,33,43,0,0,35,39,0,0,0,34
10-40-05,0,43,38,0,34,38,50,32,0,0,33
10-41-05,0,32,35,0,0,42,33,0,0,0,33
10-42-05,0,0,0,33,0,36,43,0,34,0,33
10-43-05,0,32,0,39,0,32,33,0,34,0,32
10-44-05,0,33,0,0,0,0,49,0,0,0,39
10-45-25,0,32,0,0,0,32,32,0,0,0,39
10-46-25,0,0,0,0,0,0,32,0,0,0,0
10-47-05,0,32,0,0,0,0,41,0,0,0,0
10-48-05,0,0,32,0,0,0,36,0,0,0,0
10-49-05,0,0,33,0,0,32,34,0,0,0,0
10-50-05,0,0,0,0,0,37,33,0,0,0,0
10-51-05,0,0,0,0,0,34,35,0,0,0,0
10-52-05,0,32,32,0,35,0,45,0,34,0,32
10-53-05,0,36,36,33,0,33,34,0,36,0,0
10-54-05,0,36,40,35,33,0,39,0,38,0,33
10-55-05,0,0,0,0,32,0,0,0,33,0,32
10-56-05,0,34,34,0,0,0,0,0,34,0,0
10-57-05,0,0,0,0,0,0,32,0,0,0,0
10-58-05,0,0,32,0,33,39,39,0,32,0,0
10-59-05,0,0,37,33,0,33,40,0,0,0,0
11-00-05,0,0,36,0,0,35,43,32,0,0,0
11-01-05,0,32,34,0,35,0,40,32,37,0,0
11-02-05,0,0,0,0,0,0,51,0,0,0,0
11-03-05,0,0,0,0,0,33,41,0,0,0,0
11-04-05,0,0,0,0,0,33,41,0,0,0,0
11-05-05,0,0,0,0,0,33,57,0,0,0,0
11-06-05,0,0,0,0,0,32,0,0,0,0,0
11-07-05,0,0,0,0,0,0,62,0,0,0,0
11-08-05,0,0,0,0,0,0,52,0,0,0,0
11-09-05,0,34,0,0,33,36,42,0,0,0,0
11-10-05,0,0,33,37,36,34,43,0,32,0,0
11-11-05,0,0,39,32,34,0,49,39,32,0,0
11-12-05,34,0,40,0,39,0,46,33,33,0,0
11-13-05,0,0,35,33,36,0,41,0,36,0,0
11-14-05,0,34,32,33,34,0,0,0,38,0,35
11-15-05,0,0,37,32,33,0,34,0,37,0,33
11-16-05,0,0,0,0,44,35,32,0,40,0,32
11-17-05,0,33,35,0,0,33,46,0,35,0,0
11-18-05,0,0,35,0,33,38,52,0,39,0,0
11-19-05,0,0,33,0,33,33,49,0,59,0,0
11-20-05,0,40,0,44,0,32,47,35,0,0,39
11-21-05,0,0,39,0,33,35,58,35,38,0,32
11-22-05,0,0,38,0,36,40,37,33,33,0,33
11-23-05,0,0,36,0,32,0,44,0,0,0,0
11-24-05,0,0,35,0,33,36,38,0,33,0,0
11-25-05,0,0,43,0,0,40,33,0,34,0,0
11-26-05,0,32,38,0,33,40,34,0,35,0,0
11-27-05,0,0,43,0,38,37,35,0,34,0,0
11-28-05,0,0,34,0,34,33,43,0,33,0,0
11-29-05,0,0,38,0,35,35,38,0,37,0,32
11-30-05,0,40,35,0,33,39,34,0,33,0,32
11-31-05,0,33,34,0,0,36,47,33,34,0,0
11-32-05,0,41,39,0,32,43,44,42,33,0,39
11-33-05,36,33,0,0,0,36,52,44,0,0,0
11-34-05,0,33,32,0,34,37,50,45,0,0,32
11-35-05,0,33,0,34,0,41,47,45,0,0,0
11-36-05,0,33,0,0,0,40,45,48,0,0,0
11-37-05,0,33,33,0,33,36,40,39,0,0,0
11-38-05,0,32,33,0,32,35,39,51,0,0,0
11-39-05,0,34,32,0,35,42,51,52,0,0,0
11-40-05,0,33,0,0,0,43,41,50,0,0,0
11-41-05,0,34,0,0,0,33,38,37,0,0,0
11-42-05,0,32,0,0,32,36,52,42,0,0,32
11-43-05,0,35,32,0,32,34,36,38,0,0,33
11-44-05,0,44,32,0,0,36,32,32,0,0,32
11-45-05,0,43,33,0,0,32,33,39,0,0,32
11-46-05,0,34,34,0,33,33,33,33,0,0,33
11-47-25,0,0,0,32,0,0,0,0,32,0,0
11-48-05,0,0,0,35,0,0,0,0,32,0,0
11-49-05,0,0,0,0,0,0,0,0,35,0,0
11-50-05,0,0,0,0,0,0,0,0,35,0,0
11-51-05,0,0,0,33,0,59,0,0,32,0,0
11-52-05,0,0,0,0,33,57,32,0,43,0,0
11-53-05,0,0,39,0,39,52,48,0,37,0,0
11-54-05,0,0,32,0,34,37,35,0,32,0,0
11-55-05,0,0,40,33,0,36,0,0,32,0,0
11-56-05,0,43,34,0,0,0,0,0,0,0,0
11-57-05,0,0,0,38,0,34,38,0,0,0,33
11-58-05,32,0,0,0,32,34,33,0,35,0,35
11-59-05,0,0,0,35,0,0,0,0,0,0,0
12-00-05,0,37,35,47,0,34,32,0,45,0,34
12-01-05,0,34,51,34,33,37,38,36,32,0,32
12-02-05,0,0,34,0,32,33,36,0,39,0,36
12-03-05,0,0,32,0,45,36,33,0,0,0,32
12-04-05,0,0,36,0,48,32,32,0,0,0,32
12-05-05,0,0,37,0,50,33,32,0,0,0,33
12-06-05,0,0,42,32,45,45,35,0,32,0,33
12-07-05,0,0,38,32,40,37,43,32,34,0,37
12-08-05,0,34,0,0,0,38,39,0,0,0,0
12-09-05,0,35,0,0,0,0,33,0,0,0,37
12-10-05,0,36,0,0,0,0,33,0,0,0,34
12-11-05,0,36,0,0,0,0,35,0,32,0,38
12-12-05,0,35,0,0,0,0,41,0,0,0,34
12-13-05,0,33,0,0,0,0,34,0,0,0,0
12-14-05,0,35,32,0,0,0,37,0,0,0,37
12-15-05,0,33,0,0,0,0,35,0,0,0,33
12-16-05,0,33,32,0,0,0,35,0,0,0,32
12-17-05,0,34,32,0,0,0,34,0,0,0,33
12-18-05,0,32,0,0,0,0,34,0,0,0,33
12-19-05,0,33,32,0,0,0,32,0,0,0,32
12-20-05,0,32,0,0,0,0,32,0,0,0,35
12-21-05,0,32,0,0,0,0,33,0,0,0,35
12-22-05,0,0,0,0,0,0,0,0,33,0,32
12-23-05,0,39,32,0,0,0,34,0,0,0,36
12-24-05,0,37,34,0,0,0,39,0,0,0,45
12-25-15,0,0,0,0,0,0,32,0,0,0,32
12-26-05,0,34,0,0,0,0,39,0,0,0,33
12-27-05,0,0,0,0,0,0,32,0,0,0,32
12-28-05,0,33,0,0,0,0,34,0,0,0,41
12-29-05,0,36,33,0,0,0,35,0,0,0,33
12-30-05,0,32,0,0,0,0,0,0,32,0,34
12-31-05,0,32,32,0,0,0,34,0,34,0,34
12-32-05,0,36,32,0,0,0,39,0,34,0,34
12-33-05,0,0,0,0,0,0,0,0,0,0,53
12-34-05,0,0,33,0,0,0,0,0,45,0,38
12-35-05,0,34,0,0,0,0,32,0,0,0,36
12-36-05,0,40,0,0,0,0,0,0,0,0,34
12-37-05,41,0,37,34,32,36,33,0,33,0,0
12-38-05,32,0,39,33,33,35,36,0,34,0,32
12-39-05,0,0,34,0,0,33,0,0,32,0,0
12-40-05,0,0,37,0,0,0,33,0,0,0,0
12-41-05,32,0,43,39,34,0,39,0,0,0,36
12-42-05,0,32,0,39,50,0,44,0,33,0,0
12-43-05,0,0,35,42,36,0,43,0,32,0,0
12-44-05,0,0,49,36,35,0,40,33,0,0,0
12-45-05,0,0,54,36,35,0,43,35,0,0,0
12-46-05,0,0,52,40,36,0,42,34,0,0,0
12-47-05,0,37,41,39,39,0,40,34,34,0,0
12-48-05,0,32,38,35,35,0,46,0,0,0,0
12-49-05,0,48,44,34,33,0,45,33,32,0,0
12-50-05,0,47,46,32,37,0,42,32,33,0,0
12-51-05,0,37,42,37,34,0,37,32,0,0,0
12-52-05,0,41,44,35,33,0,38,0,0,0,0
12-53-05,0,36,39,39,37,0,39,32,35,0,0
12-54-05,34,58,57,59,52,0,59,41,0,0,0
12-55-05,33,58,58,60,52,0,58,38,33,0,0
12-56-05,34,58,58,59,52,0,58,42,32,0,0
12-57-05,33,58,57,60,52,0,58,42,32,0,0
12-58-05,34,58,59,59,52,0,58,41,32,0,0
12-59-05,34,59,58,60,53,0,58,41,32,0,0
13-00-05,32,58,57,60,53,0,58,41,33,0,0
13-01-05,34,59,58,60,52,0,58,41,32,0,0
13-02-05,35,59,58,60,52,0,58,40,33,0,0
13-03-05,34,59,59,59,52,0,58,39,32,0,0
13-04-05,34,58,57,59,52,0,58,41,32,0,0
13-05-05,35,58,57,60,52,0,58,41,33,0,0
13-06-05,33,58,59,59,52,0,58,41,32,0,0
13-07-05,35,58,58,59,52,0,58,41,33,0,0
13-08-05,34,58,59,60,52,0,58,42,33,0,0
13-09-05,34,59,59,60,52,0,58,38,32,0,0
13-10-05,35,58,58,59,52,0,58,41,32,0,0
13-11-05,34,58,58,59,52,0,59,42,33,0,0
13-12-05,33,59,56,58,50,0,58,38,0,0,0
13-13-05,33,58,58,47,48,0,59,39,33,0,0
13-14-05,33,59,60,47,46,0,60,40,33,0,0
13-15-05,33,58,60,0,47,0,60,41,33,0,0
13-16-05,33,57,60,0,47,0,59,40,33,0,0
13-17-05,33,58,60,0,47,0,60,40,32,0,0
13-18-05,32,57,60,0,47,0,60,40,32,0,0
13-19-05,33,58,59,0,46,0,45,41,33,0,0
13-20-05,33,62,59,0,49,0,35,39,32,0,0
13-21-05,34,62,60,32,49,0,0,39,32,0,0
13-22-05,35,61,61,0,46,0,39,38,33,0,0
13-23-05,34,61,60,0,44,0,34,40,32,0,0
13-24-05,33,61,39,0,47,0,32,41,33,0,0
13-25-05,34,61,0,0,47,0,32,34,33,0,0
13-26-05,34,61,36,0,45,0,33,0,33,0,0
13-27-05,34,60,34,0,47,0,35,0,33,0,0
13-28-05,34,60,36,0,46,0,35,0,33,0,0
13-29-05,34,61,35,33,47,0,35,0,33,0,0
13-30-05,34,61,36,52,45,0,33,0,32,0,0
13-31-05,34,61,38,40,47,0,34,0,33,0,0
13-32-05,34,61,33,0,46,0,0,34,33,0,0
13-33-05,34,61,35,0,45,0,0,0,33,0,0
13-34-05,34,61,35,0,45,0,34,0,33,0,0
13-35-05,34,61,33,0,46,0,32,0,34,0,0
13-36-05,33,61,40,0,45,0,0,0,33,0,0
13-37-05,33,61,38,0,45,0,0,0,33,0,0
13-38-05,34,61,35,33,46,0,0,32,34,0,0
13-39-05,34,61,35,0,46,0,0,0,34,0,0
13-40-05,34,61,33,0,45,0,0,0,33,0,0
13-41-05,34,61,38,0,45,0,0,0,33,0,0
13-42-05,34,61,39,0,47,0,0,0,33,0,0
13-43-05,34,60,42,0,45,0,0,32,33,0,0
13-44-05,34,60,37,32,46,0,0,0,33,0,0
13-45-05,34,60,0,33,45,0,0,0,33,0,0
13-46-05,34,61,36,0,46,0,0,0,33,0,0
13-47-05,34,60,37,0,46,0,0,0,34,0,0
13-48-05,34,61,0,0,46,0,0,32,33,0,0
13-49-05,34,61,0,0,46,0,0,0,33,0,0
13-50-05,33,61,0,0,46,0,0,33,34,0,0
13-51-05,34,60,0,0,46,0,0,32,35,0,0
13-52-05,34,60,0,0,47,0,0,0,35,0,0
13-53-05,33,61,32,0,46,0,0,0,34,0,0
13-54-05,34,61,33,0,46,0,0,0,33,0,0
13-55-05,34,60,39,0,45,0,0,0,35,0,0
13-56-05,34,60,0,0,45,0,0,32,35,0,0
13-57-05,34,60,0,32,47,0,0,0,34,0,0
13-58-05,34,60,34,0,47,0,0,0,34,0,0
13-59-05,34,60,35,0,45,0,0,0,35,0,0
14-00-05,34,60,32,0,46,0,0,34,34,0,0
14-01-05,34,61,35,0,45,0,0,32,34,0,0
14-02-05,34,60,36,0,46,0,0,0,33,0,0
14-03-05,33,59,0,0,46,0,0,0,34,0,0
14-04-05,34,58,32,0,45,0,0,0,34,0,0
14-05-05,33,58,0,0,45,0,0,0,34,0,0
14-06-05,34,58,0,0,46,0,0,0,36,0,0
14-07-05,33,59,0,0,44,0,0,0,33,0,0
14-08-05,33,58,0,0,46,0,0,0,34,0,0
14-09-05,34,58,0,0,45,0,0,0,34,0,0
14-10-05,33,59,0,33,45,0,0,0,34,0,0
14-11-05,33,58,0,32,45,0,0,0,33,0,0
14-12-05,33,58,0,0,45,0,0,0,34,0,0
14-13-05,34,59,0,0,45,0,0,0,35,0,0
14-14-05,34,59,0,32,46,0,0,0,34,0,0
14-15-05,34,58,0,35,46,0,0,0,34,0,0
14-16-05,34,58,0,0,46,0,0,0,34,0,0
14-17-05,34,58,0,0,45,0,0,0,34,0,0
14-18-05,33,58,0,0,45,0,0,0,33,0,0
14-19-05,33,58,0,32,43,0,0,0,33,0,0
14-20-05,33,58,0,0,45,0,0,0,34,0,0
14-21-05,33,58,0,0,45,0,0,0,33,0,0
14-22-05,33,58,0,0,44,0,0,0,34,0,0
14-23-05,34,58,0,0,46,0,0,0,34,0,0
14-24-05,33,58,0,0,46,0,0,0,33,0,0
14-25-05,33,59,0,0,46,0,0,0,34,0,0
14-26-05,33,59,0,35,46,0,0,0,33,0,0
14-27-05,33,58,0,32,45,0,0,0,33,0,0
14-28-05,33,59,0,0,44,0,0,0,34,0,0
14-29-05,33,58,0,33,45,0,0,0,34,0,0
14-30-05,33,59,0,34,46,0,0,0,33,0,0
14-31-05,33,58,0,0,45,0,0,0,34,0,0
14-32-05,33,58,0,0,45,0,0,0,34,0,0
14-33-05,34,59,0,0,45,0,0,0,33,0,0
14-34-05,33,58,0,0,45,0,0,0,34,0,0
14-35-05,33,58,0,32,45,0,0,0,34,0,0
14-36-05,33,58,0,34,44,0,0,0,33,0,0
14-37-05,0,59,0,0,44,0,0,0,34,0,0
14-38-05,0,59,0,33,45,0,0,0,34,0,0
14-39-05,0,58,0,40,45,0,0,0,35,0,0
14-40-05,0,57,0,35,45,0,0,0,34,0,0
14-41-05,0,58,0,33,46,0,0,0,35,0,0
14-42-05,0,58,0,34,45,0,0,0,35,0,0
14-43-05,0,58,0,32,45,0,0,0,33,0,0
14-44-05,0,50,0,45,50,0,0,0,34,0,0
14-45-05,0,51,0,45,50,0,0,0,34,0,0
14-46-05,0,50,0,46,49,0,0,0,35,0,0
14-47-05,0,52,0,46,49,0,0,0,35,0,0
14-48-05,0,52,0,46,49,0,0,0,34,0,0
14-49-05,0,53,0,46,50,0,0,0,35,0,0
14-50-05,0,53,0,47,49,0,0,0,35,0,0
14-51-05,0,53,0,46,49,0,0,0,36,0,0
14-52-05,0,53,0,46,49,0,0,0,36,0,0
14-53-05,0,53,0,46,50,0,0,0,36,0,0
14-54-05,0,53,0,46,48,0,0,0,35,0,0
14-55-05,0,53,0,47,49,0,0,0,35,0,0
14-56-05,0,53,0,46,49,0,0,0,34,0,0
14-57-05,0,54,0,46,50,0,0,0,34,0,0
14-58-05,0,55,0,47,49,0,0,0,33,0,0
14-59-05,0,54,0,46,50,0,0,0,35,0,0
15-00-05,0,55,0,47,49,0,0,0,34,0,0
15-01-05,0,54,0,46,50,0,0,0,33,0,0
15-02-05,0,56,0,46,52,0,0,0,34,0,0
15-03-05,0,55,0,47,51,0,0,0,38,0,0
15-04-05,0,56,0,46,52,0,0,0,36,0,0
15-05-05,0,56,0,48,52,0,0,0,33,0,0
15-06-05,0,56,0,47,52,0,0,0,37,0,0
15-07-05,0,56,0,46,52,0,0,0,36,0,0
15-08-05,0,55,0,47,51,0,0,0,33,0,0
15-09-05,0,55,0,46,51,0,0,0,37,0,0
15-10-05,0,55,0,47,51,0,0,0,48,0,0
15-11-05,0,55,0,49,50,0,0,0,0,0,0
15-12-05,0,55,0,49,51,0,0,0,0,0,0
15-13-05,0,55,0,48,50,0,0,0,0,0,0
15-14-05,0,55,0,49,50,0,0,0,0,0,0
15-15-05,0,54,0,48,51,0,0,0,0,0,0
15-16-05,0,54,0,48,51,0,0,0,0,0,0
15-17-05,0,57,0,50,51,0,0,0,33,0,0
15-18-05,0,57,0,46,52,0,0,0,0,0,0
15-19-05,0,55,0,45,52,0,0,0,0,0,0
15-20-05,0,56,0,46,53,0,0,0,0,0,0
15-21-05,0,56,0,46,52,0,0,0,0,0,0
15-22-05,0,56,0,46,52,0,0,0,0,0,0
15-23-05,0,56,0,46,52,0,0,0,0,0,0
15-24-05,0,56,0,46,51,0,0,0,0,0,0
15-25-05,0,56,0,46,52,0,0,0,0,0,0
15-26-05,0,56,0,46,52,0,0,0,0,0,0
15-27-05,0,57,0,46,51,0,0,0,0,0,0
15-28-05,0,56,0,46,52,0,0,0,0,0,0
15-29-05,0,57,0,46,52,0,0,0,0,0,0
