date,Uriah,Veylan,Sofi,Neve,Elliot,Dash,Dario,Eleanor,Bodhi,Mary,Erin
09-00-05,44,68,64,61,60,0,63,60,82,78,0
09-01-05,44,68,64,61,60,0,62,60,81,78,0
09-02-05,45,68,64,61,60,0,61,60,82,78,0
09-03-05,44,67,64,61,60,0,62,61,82,78,0
09-04-05,44,67,64,61,61,0,63,61,81,78,0
09-05-05,44,68,64,62,60,0,63,60,81,78,0
09-06-05,44,68,65,62,61,0,62,61,82,78,0
09-07-05,43,68,62,61,61,0,62,61,82,78,0
09-08-05,45,67,64,62,60,0,63,60,82,77,0
09-09-05,44,67,64,62,60,0,62,60,82,78,0
09-10-05,44,68,63,62,61,0,63,61,81,78,0
09-11-05,43,67,63,61,60,0,61,60,81,78,0
09-12-05,43,68,64,62,60,0,63,61,82,78,0
09-13-05,45,68,63,62,60,0,62,0,82,78,0
09-14-05,43,67,63,62,61,0,61,0,82,78,0
09-15-05,43,68,64,61,60,0,61,61,81,78,0
09-16-05,44,67,63,62,60,0,63,61,81,78,0
09-17-05,44,68,64,62,60,0,62,61,81,78,0
09-18-05,44,68,64,62,60,0,63,61,82,78,0
09-19-05,44,68,63,62,61,0,63,61,82,78,0
09-20-05,42,68,62,62,59,0,62,60,81,78,0
09-21-05,41,68,66,61,59,0,60,61,81,78,0
09-22-05,36,68,66,61,58,0,61,61,81,78,0
09-23-05,46,69,65,63,60,0,53,61,80,78,45
09-24-05,42,68,63,63,60,0,39,60,81,78,42
09-25-05,34,65,64,63,59,0,0,60,82,78,0
09-26-05,40,69,63,63,59,0,30,62,82,78,0
09-27-05,44,63,61,61,58,0,0,60,42,78,38
09-28-05,45,63,61,60,61,0,0,62,50,78,37
09-29-05,38,67,64,62,60,0,0,58,0,78,41
09-30-05,32,68,65,62,62,0,0,60,33,78,35
09-31-05,36,67,64,61,62,0,31,60,31,78,37
09-32-05,39,67,68,62,63,0,34,34,0,78,36
09-33-05,37,68,65,60,41,0,29,39,32,78,32
09-34-05,35,67,65,60,30,0,0,31,30,78,0
09-35-05,39,67,66,49,0,0,0,0,32,78,0
09-36-05,38,65,70,48,0,0,0,35,32,78,0
09-37-05,36,66,70,66,39,0,0,30,29,78,30
09-38-05,37,66,70,30,34,0,33,32,0,78,39
09-39-05,38,65,69,32,33,0,0,30,34,78,38
09-40-05,37,63,69,30,33,0,33,0,0,78,48
09-41-05,0,71,67,43,32,0,34,0,31,61,0
09-42-05,0,47,60,39,34,0,38,32,35,52,32
09-43-05,0,34,57,30,37,0,42,30,33,47,36
09-44-05,0,33,39,47,33,0,37,32,53,39,30
09-45-05,0,39,44,33,34,0,0,37,36,44,0
09-46-05,0,0,42,31,41,0,0,33,33,44,0
09-47-05,0,0,43,0,36,0,0,0,36,41,33
09-48-05,0,0,38,37,37,0,0,30,36,32,38
09-49-05,0,35,38,32,0,0,0,0,36,33,40
09-50-05,0,42,31,0,0,0,0,0,31,39,37
09-51-05,0,34,34,35,37,0,0,33,35,33,0
09-52-05,0,29,35,0,35,0,0,0,38,0,37
09-53-05,0,39,43,40,38,0,33,38,36,34,0
09-54-05,0,38,43,38,42,0,0,0,36,38,0
09-55-05,30,37,40,33,0,0,0,36,38,0,35
09-56-05,36,39,41,0,38,0,0,0,37,36,0
09-57-05,0,37,39,0,0,0,0,44,34,0,0
09-58-05,0,36,39,0,31,0,0,31,35,34,34
09-59-05,0,39,37,31,0,0,35,31,38,35,38
10-00-05,0,40,37,0,48,0,0,0,35,33,0
10-01-05,0,36,41,37,33,0,0,0,45,35,31
10-02-05,0,32,35,0,35,0,36,0,40,34,38
10-03-05,0,36,36,41,39,0,33,34,41,33,37
10-04-05,0,40,43,37,35,0,0,32,39,35,37
10-05-05,0,0,40,45,49,0,0,30,31,38,31
10-06-05,0,0,31,37,42,0,0,33,44,39,0
10-07-05,0,0,33,34,0,0,0,0,36,39,0
10-08-05,0,0,32,31,32,0,0,30,39,34,0
10-09-05,0,48,44,39,37,0,0,31,38,34,43
10-10-05,0,0,34,0,37,0,0,34,34,34,36
10-11-05,0,0,46,38,44,0,0,32,35,47,40
10-12-05,0,0,35,38,37,0,30,36,35,0,0
10-13-05,32,36,38,0,35,0,33,35,42,32,35
10-14-05,0,33,35,35,37,0,0,38,35,0,0
10-15-05,0,0,40,38,41,0,0,35,34,0,0
10-16-05,0,0,42,40,35,0,30,29,35,0,0
10-17-05,0,0,45,33,32,0,0,0,0,0,42
10-18-05,0,0,0,42,32,0,0,0,32,0,33
10-19-05,0,0,0,0,32,0,37,0,0,0,34
10-20-05,0,0,0,0,30,0,50,33,32,0,31
10-21-05,0,0,30,0,36,0,39,0,30,0,33
10-22-05,0,0,33,29,38,0,49,0,32,0,32
10-23-05,0,0,31,33,35,0,37,36,33,0,50
10-24-05,0,0,40,0,39,0,45,0,0,0,0
10-25-05,33,0,34,0,33,0,0,0,0,36,35
10-26-05,0,0,40,0,38,0,31,0,43,0,36
10-27-05,0,41,44,0,63,0,44,32,34,34,48
10-28-05,0,42,51,0,42,0,0,37,39,34,0
10-29-05,0,32,41,35,36,0,48,34,33,42,35
10-30-05,0,34,46,35,33,0,43,33,40,36,37
