date,Uriah,Veylan,Sofi,Neve,Elliot,Riella,Dario,Eleanor,Bodhi,Mary,Erin
09-00-05,49,64,83,68,60,62,0,70,67,54,0
09-01-05,49,64,83,68,61,64,0,71,66,55,0
09-02-05,48,64,82,68,60,65,0,69,67,55,0
09-03-05,48,63,83,68,61,66,0,71,67,55,0
09-04-05,49,63,83,68,61,65,0,70,67,54,0
09-05-05,48,63,83,67,60,65,0,70,67,54,33
09-06-05,49,64,83,68,60,64,0,71,67,55,0
09-07-05,48,63,83,68,61,64,0,70,67,55,0
09-08-05,48,63,83,68,60,64,0,71,67,54,0
09-09-05,48,63,83,67,61,64,0,70,67,55,0
09-10-05,48,64,83,68,60,64,0,70,67,56,0
09-11-05,49,64,82,67,61,65,0,71,67,55,0
09-12-05,48,64,83,68,60,62,0,71,67,55,33
09-13-05,49,63,82,68,61,64,0,71,67,55,0
09-14-05,49,64,83,68,61,64,0,71,67,55,0
09-15-05,49,64,83,68,61,64,0,71,67,56,0
09-16-05,49,63,82,67,60,63,0,71,67,54,0
09-17-05,48,64,83,67,60,64,0,70,67,55,0
09-18-05,48,64,83,67,62,63,0,70,67,55,0
09-19-05,48,64,83,68,61,65,0,71,67,55,0
09-20-05,47,63,83,68,61,64,0,71,66,55,0
09-21-05,42,62,83,60,64,61,0,71,67,46,0
09-22-05,46,62,83,61,59,62,0,72,66,52,35
09-23-05,35,53,62,63,55,54,0,51,57,50,39
09-24-05,33,40,48,38,41,41,0,40,45,38,42
09-25-05,0,43,40,33,0,33,0,0,35,0,0
09-26-05,0,0,33,0,0,33,0,0,0,0,48
09-27-05,0,33,34,0,0,34,0,0,35,0,34
09-28-55,0,0,0,0,0,0,0,0,34,0,0
09-29-05,0,0,0,0,0,0,0,0,33,0,0
09-30-05,0,0,33,0,0,33,0,0,33,0,37
09-31-05,0,0,0,0,0,33,0,0,33,0,0
09-32-05,0,33,34,0,0,37,0,0,34,0,34
09-33-05,0,0,34,0,33,33,0,0,0,0,0
09-34-05,0,0,0,0,0,0,0,0,0,0,36
09-35-05,0,0,0,0,0,0,0,0,0,0,36
09-36-05,0,0,0,0,40,33,0,0,33,0,37
09-37-05,0,33,0,0,0,0,0,0,0,0,47
09-38-05,0,34,34,38,0,35,0,0,33,0,0
09-39-05,0,0,33,44,33,0,0,0,0,0,33
09-40-05,0,35,34,55,0,34,0,0,33,0,33
09-41-05,0,35,35,36,0,35,0,0,0,34,46
09-42-05,34,36,39,46,33,36,0,0,39,0,46
09-43-05,34,42,46,45,35,44,0,35,52,36,34
09-44-05,0,0,37,0,0,38,0,0,33,36,0
09-45-05,0,0,0,0,0,0,0,0,0,0,64
09-46-05,0,44,0,0,0,0,0,0,0,0,34
09-47-05,0,45,0,0,0,0,0,0,0,0,0
09-48-05,0,0,0,0,33,0,0,0,0,0,0
09-49-05,0,0,34,0,43,0,0,0,0,0,0
09-50-05,0,0,39,40,47,0,0,0,0,0,0
09-51-05,0,0,46,36,0,0,0,0,0,0,53
09-52-05,0,0,0,60,34,33,0,0,0,0,0
09-53-05,0,39,36,0,0,35,0,0,0,0,39
